코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,시가총액 (억),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),발표 분기 PSR,낮은순서(값>0)  (비중 5),발표 분기 PEG,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 분기 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(5일대비),높은순서  (비중 15),거래대금 증가율(20일대비),높은순서  (비중 15),
A028670,팬오션,운송 및 물류,해상운송,61.61,696,44583,62,10.86,584,1.64,969,0.13,608,1.51,767,20.41,791,22.79,807,-31.2,1422,-7.97,713,
A035510,신세계 I&C,IT서비스,시스템서비스,61.58,697,3268,615,10.58,567,0.7,448,0.12,572,1.49,747,10.95,424,10.64,429,-9.69,995,-49.08,1404,
A008930,한미사이언스,제약 및 바이오,제약,61.56,698,56199,52,373.52,1446,6.53,1675,1.55,1190,8.52,1907,120.98,1305,102.74,1211,7.87,627,165.88,112,
A058530,슈펙스비앤피,IT 장비 및 소재,PCB,61.5,699,212,1997,10.24,551,0.99,633,-0.09,1328,0.36,21,-7.57,1418,77.94,1168,0,740,0,561,
A036540,SFA반도체,반도체 관련장비 및 부품,반도체장비,61.45,700,12055,196,15.62,784,2.16,1140,0.47,977,3.46,1508,27.87,956,20.97,770,8.27,625,-24,942,
A166480,코아스템,제약 및 바이오,바이오,61.39,701,3033,659,-8393.12,1482,11.39,1805,0.01,1,6.08,1814,9.07,313,-33.74,1369,33.3,403,-14.79,798,
A099220,SDN,에너지,태양광,61.37,702,1571,1141,-60.84,1482,2.24,1160,0.25,805,1.72,878,-49.9,1418,-105.58,1369,36.05,392,1.86,541,
A025880,케이씨피드,식음료,사료,61.33,703,654,1835,29.8,1089,0.96,616,2.96,1240,1.23,583,37.59,1066,48.23,1067,20,500,-6.06,688,
A032850,비트컴퓨터,의료기기 및 용품,의료서비스,61.26,704,1804,1018,25.44,1021,5.91,1636,0.38,922,3.3,1477,43.08,1114,38.58,1010,78.07,204,-11.24,756,
A182400,엔케이맥스,의료기기 및 용품,진단기기,61.21,705,5221,409,-15.19,1482,45.15,1922,0.26,817,4.65,1696,-10.39,1418,-13.07,1369,31.4,409,61.9,250,
A383220,F&F,섬유 및 의류,의류,61.2,706,40682,70,0,1482,0,1983,0,1328,0,2006,0,1418,0,1369,65.39,250,69.58,229,
A083550,케이엠,반도체 관련장비 및 부품,클린룸,61.19,707,1113,1445,8.27,438,0.83,540,-0.15,1328,0.94,371,9.13,318,9.68,369,-20.57,1224,-20.13,871,
A053350,이니텍,IT서비스,보안서비스,61.18,708,1692,1073,5.8,267,0.61,380,4.09,1268,1.46,736,-51.09,1418,-73.95,1369,-29.7,1391,131.63,138,
A103140,풍산,철강 및 비철강,구리,61.16,709,10663,221,14.15,720,0.37,178,0,1328,0.72,207,5.86,154,4.27,81,-17.25,1158,-57.8,1580,
A023000,삼원강재,자동차 및 관련부품,스프링,61.15,710,1552,1160,4.53,171,0.52,304,-1.47,1328,0.73,213,15.84,652,17.15,664,-32.51,1447,-11.3,757,
A044780,에이치케이,기계,기계,61.15,711,443,1957,6.11,291,0.84,549,0.01,1,0.86,309,6.35,182,43.6,1039,-41.7,1625,-0.14,634,
A196300,애니젠,제약 및 바이오,바이오,61.13,712,774,1745,91.05,1357,9.58,1759,-0.89,1328,6.73,1846,-24.22,1418,-45.42,1369,215.57,39,354.2,57,
A001680,대상,식음료,식료품,61.12,713,9528,240,8.36,446,0.29,116,-0.25,1328,0.86,309,5.85,152,4.37,85,-24.89,1310,-53.73,1502,
A069730,DSR제강,철강 및 비철강,선재(와이어),61.11,714,1047,1509,11.06,595,0.57,346,-0.37,1328,0.71,201,19.36,763,-59.76,1369,39.43,374,-44.03,1294,
A215790,이노인스트루먼트,통신,통신장비,61.08,715,1019,1533,33.38,1129,3.23,1384,0.07,416,1.28,616,13.36,553,94.7,1201,-6.32,922,6.44,508,
A033180,KH 필룩스,전기 및 전자기기,LED,61.07,716,4739,441,-195.69,1482,4.07,1503,-0.28,1328,1.23,583,-9.84,1418,-51.87,1369,17.1,531,11.33,469,
A050110,캠시스,IT 장비 및 소재,카메라모듈,61.07,717,1690,1074,3.66,122,0.28,108,0.1,516,1.78,911,-14.41,1418,-11.47,1369,-25.06,1317,1.02,552,
A352700,씨앤투스성진,섬유 및 의류,의류,60.98,718,2029,931,4.31,163,1.12,718,0.03,190,1.37,674,3.54,51,3.08,37,-37.85,1565,-40.01,1229,
A160980,싸이맥스,반도체 관련장비 및 부품,반도체장비,60.96,719,2289,856,13.58,702,0.82,532,0.03,190,1.72,878,5.86,154,5.26,129,-16.12,1135,-50.52,1435,
A294090,이오플로우,의료기기 및 용품,의료용품,60.94,720,6743,319,-48.03,1482,0,1983,0.19,729,24.34,1990,-26.76,1418,-30.87,1369,27.81,435,97.3,187,
A014570,고려제약,제약 및 바이오,제약,60.94,721,1276,1332,9.63,521,1.87,1053,0.04,265,1.78,911,12.77,519,10.46,418,-5.69,915,-35.21,1131,
A071200,인피니트헬스케어,의료기기 및 용품,의료서비스,60.91,723,2122,898,15.36,771,3.2,1378,0.08,452,2.24,1141,14.09,583,91.31,1196,58.6,276,-44.68,1306,
A217730,강스템바이오텍,제약 및 바이오,바이오,60.91,722,1695,1068,-11.48,1482,32.6,1908,-0.27,1328,3.64,1549,-8.24,1418,-7.96,1369,66.82,243,180.75,104,
A268280,미원에스씨,IT 장비 및 소재,IT 소재 및 부품,60.9,724,9231,249,14.82,755,1.98,1093,0.28,841,3.42,1498,13.88,571,12.92,513,-7,937,-24.3,945,
A016100,리더스코스메틱,가정용품,화장품,60.89,725,1057,1503,-31.63,1482,1.28,809,1.05,1140,1.6,821,-11.79,1418,-11.69,1369,91.06,172,-7.19,704,
A069110,코스온,가정용품,화장품,60.87,726,630,1851,-35.46,1482,1.19,755,0.03,190,0.72,207,-2.07,1418,-3.42,1369,0,740,0,561,
A002800,신신제약,제약 및 바이오,제약,60.85,727,1359,1268,-20.15,1482,2.1,1126,0.21,763,2.45,1223,-42.05,1418,-31.58,1369,43.4,347,8.37,496,
A246960,이노테라피,의료기기 및 용품,의료용품,60.84,728,782,1740,-25.3,1482,125.32,1950,0.79,1093,6.8,1849,-16.85,1418,-20.95,1369,202.27,50,442.3,43,
A123330,제닉,가정용품,화장품,60.84,729,558,1895,21.26,942,1.35,842,-46.69,1328,2.46,1231,-4650,1418,41.27,1027,40.76,365,11.58,468,
A079550,LIG넥스원,기계,방위산업,60.81,730,9262,248,-6.72,1482,0.66,417,-0.95,1328,1.38,684,11.64,466,18.1,699,-4.94,903,-31.15,1052,
A027740,마니커,식음료,식료품,60.77,731,1489,1187,-8.15,1482,0.63,395,-0.13,1328,2.2,1115,-9.46,1418,-11.57,1369,85.58,186,-13.85,782,
A352770,클리노믹스,제약 및 바이오,바이오,60.7,732,2090,908,-23.47,1482,13.17,1827,-0.71,1328,5.29,1756,-45.83,1418,-46.57,1369,74.79,215,112.4,161,
A059210,메타바이오메드,의료기기 및 용품,의료용품,60.69,733,814,1713,20.61,929,1.61,954,0.04,265,1.64,843,13.8,569,41.96,1031,-33.83,1479,113.77,159,
A122900,아이마켓코리아,유통,유통,60.67,734,3694,551,8.21,433,0.13,19,-0.9,1328,1.07,471,34.39,1038,10.58,425,-32.49,1446,-20.17,873,
A013000,세우글로벌,유통,유통,60.64,735,709,1790,734.06,1463,2.22,1152,0.14,633,1.56,798,16.23,664,23.7,827,0,740,0,561,
A009450,경동나비엔,기계,보일러,60.63,736,9414,244,10.33,555,1.01,656,0.06,373,2.55,1262,9.65,349,9.73,376,-24.8,1309,-36.96,1164,
A060300,레드로버,미디어 및 엔터,미디어,60.62,737,488,1934,-8.82,1482,3.81,1476,0.01,1,1.98,1011,3.76,59,-19,1369,0,740,0,561,
A046970,우리로,통신,통신장비,60.61,738,538,1907,12.83,673,0.54,319,0.27,833,2.33,1172,36.95,1063,-1921.43,1369,0,740,0,561,
A155660,DSR,철강 및 비철강,스테인리스,60.57,739,1182,1395,6.41,318,0.49,279,0.12,572,0.71,201,7.14,229,7.11,228,-8.55,972,-63.81,1703,
A015760,한국전력,유틸리티,전력,60.55,741,158565,19,1.15,12,0.26,87,0.17,698,0.23,3,46.25,1137,6.93,219,-20.07,1215,-71.25,1811,
A089030,테크윙,반도체 관련장비 및 부품,반도체장비,60.55,740,5041,421,15.44,775,3.24,1386,0.12,572,2.57,1266,-54.44,1418,64.4,1139,14.48,556,-19.85,869,
A298380,에이비엘바이오,제약 및 바이오,바이오,60.46,742,11192,208,-25.39,1482,153.99,1953,-0.79,1328,13.04,1962,-31.48,1418,-24.31,1369,58.62,275,65.35,243,
A271980,제일약품,제약 및 바이오,제약,60.44,743,6529,327,-51.82,1482,0.96,616,0.92,1119,3.71,1564,-124.03,1418,-206.09,1369,1.75,709,19.53,419,
A101680,한국정밀기계,기계,공작기계,60.44,743,121,2005,-3.94,1482,1.68,984,0.02,109,0.29,9,-1.59,1418,-1.13,1369,0,740,0,561,
A048260,오스템임플란트,의료기기 및 용품,의료용품,60.41,745,15571,160,8.8,473,2.27,1170,0.04,265,7.78,1888,24.04,893,15.25,604,-8.72,977,-25.79,968,
A103590,일진전기,전기 및 전자기기,케이블,60.39,747,2028,932,2.14,45,0.24,72,0.08,452,0.64,147,6.44,191,5.98,166,-17.5,1163,-81.66,1933,
A032750,삼진,가정용품,가전제품,60.39,746,762,1754,-16.59,1482,0.57,346,0.62,1034,0.92,358,9.43,337,12.41,497,-15.13,1111,-8.57,717,
A298060,에스씨엠생명과학,제약 및 바이오,바이오,60.37,748,4013,507,-32.72,1482,993.32,1976,0.08,452,7.04,1861,-13.74,1418,-17.73,1369,13.89,561,101.13,183,
A045390,대아티아이,운송 및 물류,운송인프라,60.37,749,4539,456,11.06,595,3.95,1489,4.42,1272,4.41,1666,58.28,1193,46.91,1057,69.45,228,-25.45,962,
A052690,한전기술,건설 및 건축자재,중견건설사,60.36,750,19645,135,31.12,1105,6.1,1648,-4.45,1328,3.99,1615,301.12,1378,468.18,1334,67.72,236,-5.77,683,
A049720,고려신용정보,일반서비스,신용정보,60.34,751,1330,1294,18.68,874,0.93,597,0.3,867,4.78,1711,13.11,535,12.05,484,66.91,241,-49.13,1406,
A299030,하나기술,IT 장비 및 소재,2차전지,60.34,752,4812,436,-40.76,1482,8.21,1736,1.3,1171,8.88,1917,202.18,1351,-69.58,1369,21.79,481,139.88,133,
A019540,일지테크,자동차 및 관련부품,차체부품,60.33,754,688,1807,2.84,77,0.34,153,0.05,317,0.63,140,8.18,270,140.98,1250,12.6,571,-75.99,1860,
A000760,이화산업,섬유 및 의류,염료,60.33,753,601,1872,-13.19,1482,1.11,712,0,1328,0.4,30,0.3,1,-14.23,1369,12.93,567,-23.77,937,
A005070,코스모신소재,IT 장비 및 소재,2차전지,60.31,755,8399,267,95.97,1369,2.65,1261,0.13,608,4.59,1687,33.93,1035,35.93,989,1.34,718,-2.06,647,
A069960,현대백화점,유통,백화점,60.27,756,20290,132,3.64,118,0.74,485,0.07,416,0.47,55,11.7,468,7.8,263,-35.71,1518,-58.93,1610,
A094840,슈프리마에이치큐,전기 및 전자기기,보안장비,60.27,756,1100,1463,11.41,613,3.72,1462,1.98,1210,0.71,201,9.49,340,13.99,563,-17.66,1166,-3.18,657,
A357250,미래에셋맵스리츠,일반서비스,부동산,60.26,758,1017,1537,0,1482,0,1983,0,1328,1.05,454,0,1418,0,1369,53.97,297,48.61,287,
A347770,핌스,반도체 관련장비 및 부품,반도체 부품,60.26,758,1502,1181,55.21,1268,3.36,1411,-11.61,1328,3.06,1406,38.32,1077,54.18,1099,31.34,410,15.43,441,
A045660,에이텍,가정용품,가전제품,60.25,760,3027,660,61.33,1287,4.26,1522,-1.6,1328,3.59,1539,30.38,998,50.02,1077,2.01,704,55.61,268,
A079650,서산,건설 및 건축자재,시멘트 및 레미콘,60.25,760,649,1839,18.58,872,1.12,718,0.12,572,1.02,430,23.38,878,92.19,1197,68.53,231,-47.83,1376,
A058470,리노공업,반도체 관련장비 및 부품,반도체장비,60.25,760,27787,106,31.97,1117,10.18,1771,0.72,1069,8.2,1900,28.4,963,24.91,846,2.13,703,9.7,482,
A217480,에스디생명공학,가정용품,화장품,60.22,763,1010,1544,-10.4,1482,0.68,437,0,1328,1.38,684,-2.88,1418,-2.63,1369,41.35,361,-4.12,663,
A017670,SK텔레콤,통신,통신서비스,60.17,764,229512,16,4.01,145,1.2,761,0.13,608,0.96,382,10.28,386,14.76,590,-30.59,1408,-49.48,1411,
A067920,이글루시큐리티,IT서비스,보안서비스,60.13,765,863,1668,10.7,573,0.93,597,0.24,795,1.67,856,6.43,190,6.37,190,-16.91,1151,-28.4,1011,
A049430,코메론,기계,기계,60.11,766,1470,1197,14.23,724,1.98,1093,0.05,317,0.96,382,6.27,178,8.5,299,-3.7,883,-54.01,1507,
A139670,키네마스터,IT서비스,소프트웨어,60.1,767,2926,675,73.11,1317,10.6,1785,21.62,1316,19.77,1985,136.22,1318,203.76,1295,21.03,490,282.55,67,
A114570,지스마트글로벌,건설 및 건축자재,유리,60.07,768,70,2010,-24.64,1482,2.33,1187,0.01,1,0.15,1,-1.76,1418,-3.02,1369,0,740,0,561,
A000670,영풍,철강 및 비철강,아연,60.07,768,11771,201,12.39,661,0.35,160,0.65,1046,0.35,18,5.13,111,35.44,984,-22.13,1258,-52.09,1472,
A082920,비츠로셀,유틸리티,스마트그리드,60.07,768,3511,576,12.18,651,3.65,1455,-1.12,1328,2.21,1123,16.59,680,19.08,725,4.52,675,-23.71,936,
A205100,엑셈,IT서비스,소프트웨어,60.06,771,1537,1169,16.97,826,6.24,1662,-2.47,1328,2.05,1053,215.87,1356,-40.11,1369,37.85,383,9.2,487,
A356860,티엘비,반도체 관련장비 및 부품,종합 반도체,60.05,772,1971,961,54.71,1265,1.16,735,0,1328,2.7,1297,24.36,898,27.93,893,-13.09,1064,55.4,269,
A018670,SK가스,석유 및 가스,가스판매,60.04,774,11076,212,-18.5,1482,0.19,46,-0.12,1328,0.58,110,4.92,106,7.36,243,-9.74,996,-59.42,1621,
A094970,제이엠티,디스플레이 장비 및 부품,디스플레이 부품,60.04,773,685,1809,4,143,1.17,739,0.04,265,1.11,503,6.06,169,8.32,288,-55.96,1827,-3.49,660,
A054630,에이디칩스,반도체 관련장비 및 부품,반도체 유통,60.02,775,845,1682,-15.45,1482,3.01,1345,3.08,1245,2.98,1381,325,1384,-144.69,1369,67.92,234,57.85,264,
A293480,하나제약,제약 및 바이오,제약,59.98,776,4017,506,25.99,1031,2.26,1167,-1.14,1328,1.76,900,22.51,856,17.67,679,-0.32,819,-16.03,823,
A018260,삼성에스디에스,IT서비스,시스템서비스,59.93,777,143923,22,13.75,708,1.18,745,0.04,265,2.15,1097,23.06,872,16.57,645,-13.5,1074,-43.2,1276,
A048530,인트론바이오,제약 및 바이오,바이오,59.93,777,8720,257,61.52,1289,38.04,1912,0.47,977,9.38,1923,159.59,1339,144.28,1253,18.13,517,44.46,301,
A063080,게임빌,미디어 및 엔터,게임,59.9,779,2546,778,24.41,1002,1.99,1097,0.12,572,0.82,268,8.31,274,7.56,251,-28.69,1377,-28.46,1013,
A199820,제일전기공업,전기 및 전자기기,케이블,59.88,781,2428,817,51.23,1253,1.7,994,-1.74,1328,2.27,1153,16.4,667,17.97,691,19.5,505,-27.62,1000,
A060590,씨티씨바이오,제약 및 바이오,동물용의약품,59.88,780,1964,966,31.04,1104,1.48,902,0.07,416,2.4,1199,27.63,949,90.42,1195,-12.39,1047,5.75,515,
A004450,삼화왕관,종이 및 용기,용기 및 포장재,59.85,782,1002,1552,5.75,260,0.72,471,-0.43,1328,0.69,182,13.4,557,15.04,597,-2.62,857,-44.33,1302,
A084730,팅크웨어,자동차 및 관련부품,전장부품,59.85,782,1673,1082,8.77,470,0.89,582,0.08,452,1.06,461,28.39,962,30.16,929,-28.28,1375,-14.03,787,
A004080,신흥,의료기기 및 용품,의료용품,59.84,784,1454,1207,47.35,1230,1.21,772,0.05,317,1.46,736,3.72,58,10.76,434,-22.95,1272,-24.77,952,
A058610,에스피지,기계,기계,59.8,786,2539,782,70.07,1312,0.71,460,0.33,889,1.67,856,13.27,547,13.17,526,8.15,626,-48.66,1396,
A017650,대림제지,종이 및 용기,종이,59.8,785,1296,1318,6.57,329,0.8,522,0.03,190,0.68,174,4.44,80,3.6,51,-33.71,1474,-51.13,1450,
A263050,유틸렉스,제약 및 바이오,바이오,59.79,787,5357,396,-27.52,1482,5822.83,1980,0.18,711,10.74,1945,-14.14,1418,-14.89,1369,20.37,497,79.42,216,
A077360,덕산하이메탈,반도체 관련장비 및 부품,반도체 부품,59.73,788,3101,648,264.46,1433,5.55,1616,-0.29,1328,1.3,627,11.47,458,56.26,1108,1.98,705,-7.31,707,
A214270,퓨쳐스트림네트웍스,미디어 및 엔터,미디어,59.72,789,1626,1108,27.92,1062,0.88,575,0.06,373,2.43,1209,-16.82,1418,17.96,689,20.71,494,-37.59,1180,
A065450,빅텍,기계,방위산업,59.69,790,2023,936,81.49,1336,2.32,1185,0.13,608,3.77,1574,54.27,1178,36.89,996,23.64,465,-10.81,752,
A021040,대호특수강,철강 및 비철강,선재(와이어),59.67,791,688,1807,6.97,355,0.37,178,0.12,572,1.32,639,17.46,703,29.45,918,-13.34,1072,-29.48,1027,
A263770,유에스티,철강 및 비철강,강관,59.66,792,1597,1126,-146.3,1482,3.12,1366,0.11,541,3.01,1393,22.03,837,17.35,670,-10.89,1015,36.03,337,
A348030,모비릭스,IT서비스,시스템서비스,59.65,793,1945,969,21.11,938,3.61,1451,0.07,416,3.13,1423,27.12,942,27.18,882,5.89,654,-16.64,830,
A272210,한화시스템,기계,우주항공,59.61,794,32305,88,41.02,1196,2.2,1146,0.23,786,3.23,1459,33.88,1034,26.31,870,2.17,702,-23.54,933,
A234690,녹십자웰빙,제약 및 바이오,바이오,59.55,795,2086,909,-92.68,1482,2.45,1214,1.08,1145,2.52,1248,69.91,1232,87.79,1190,9.86,604,18.87,422,
A003650,미창석유,석유 및 가스,윤활유,59.5,796,1496,1183,6.71,333,0.41,218,0.01,1,0.54,81,5.91,159,5.92,161,-52.58,1788,-46.45,1337,
A263020,디케이앤디,섬유 및 의류,피혁(가죽),59.49,797,846,1679,10.23,549,1.18,745,0.08,452,1.52,777,13.19,540,15.2,601,26.01,450,-58.82,1607,
A091970,나노캠텍,디스플레이 장비 및 부품,디스플레이 부품,59.44,798,661,1829,29.2,1078,1.64,969,-0.53,1328,1.1,497,12.43,506,40.3,1020,42.45,352,-32.59,1081,
A228850,레이언스,의료기기 및 용품,의료기기,59.44,798,2323,845,14.06,716,1.85,1042,0.22,776,1.2,564,8.96,306,9.64,368,5.45,659,-60.57,1644,
A058420,제이웨이,미디어 및 엔터,미디어,59.39,800,78,2008,-1.52,1482,0.49,279,0.03,190,1.73,888,-1.88,1418,-1.96,1369,0,740,0,561,
A147760,마이크로프랜드,반도체 관련장비 및 부품,반도체장비,59.38,802,1021,1528,8.79,471,1.75,1011,0.03,190,2.04,1049,11.25,443,8.93,326,-45.99,1696,10.09,478,
A357780,솔브레인,반도체 관련장비 및 부품,반도체 부품,59.38,801,24961,116,15.28,768,2.61,1249,0,1328,4.77,1709,15.08,624,12.35,492,-8.81,980,-12.9,771,
A000100,유한양행,제약 및 바이오,제약,59.31,803,45972,61,36.59,1158,3.03,1349,-0.68,1328,2.48,1237,55.77,1185,82.68,1181,-6.89,935,19.58,418,
A192080,더블유게임즈,미디어 및 엔터,게임,59.3,804,10951,215,5.31,231,1.67,981,6.45,1287,1.5,756,8.39,279,5.44,138,-28.4,1376,-37.61,1182,
A115610,이미지스,IT 장비 및 소재,스마트폰 부품,59.3,804,240,1995,-14.35,1482,1.37,851,0.2,750,3.12,1420,26.91,936,48.78,1070,41.94,357,-3.93,662,
A042110,에스씨디,가정용품,가전제품,59.25,806,1153,1411,8.39,449,0.57,346,0.02,109,1.09,488,11.96,485,8.74,315,4.27,677,-87.4,1979,
A034020,두산중공업,기계,전력기자재,59.21,807,104565,33,12.74,670,0.65,407,0.2,750,3.16,1432,24.87,905,7.03,223,0.58,732,-61.44,1655,
A018250,애경산업,가정용품,개인용품,59.17,808,7250,300,16.33,809,1.34,837,-1.92,1328,2.16,1103,22.43,853,23.59,823,18.15,515,-45.88,1331,
A026910,광진실업,철강 및 비철강,봉형강,59.15,809,520,1922,-31.2,1482,1.06,689,0.21,763,2.06,1059,32.34,1025,24.57,840,26.9,441,-16.65,831,
A004780,대륙제관,종이 및 용기,용기 및 포장재,59.15,810,1107,1455,5.85,271,0.48,269,0.12,572,0.95,377,11.05,434,9.79,383,-2.6,855,-66.98,1757,
A089600,나스미디어,미디어 및 엔터,광고,59.14,811,3904,526,9.26,497,3.56,1441,0.49,986,2.37,1183,19.2,757,16.26,636,8.74,621,-40.51,1237,
A073560,우리손에프앤지,식음료,사료,59.11,812,1838,1007,4,143,0.82,532,0.51,995,0.88,330,7.73,256,5.99,168,-37.7,1563,-36.92,1162,
A126560,현대퓨처넷,미디어 및 엔터,미디어,59.08,813,5237,406,9.07,486,1.33,835,-1.7,1328,0.76,232,17.17,694,9.91,389,-3.76,886,-55.14,1529,
A100840,SNT에너지,기계,플랜트설비,59.08,813,1678,1078,3.04,92,0.71,460,-0.32,1328,0.69,182,4.49,84,6.39,192,-0.41,822,-79.28,1911,
A075180,새론오토모티브,자동차 및 관련부품,제동장치,59.06,815,1327,1298,7.89,411,0.97,624,0.04,265,0.6,116,6.84,207,21.39,783,-64.91,1907,-9.57,731,
A068940,아이씨케이,전기 및 전자기기,스마트카드,59.03,816,1346,1278,323.98,1441,5.22,1600,0.17,698,7.96,1893,-32.05,1418,-30.62,1369,87.2,182,12.45,461,
A003220,대원제약,제약 및 바이오,제약,59,817,3534,573,36.79,1162,1.18,745,0.05,317,1.74,893,-10.93,1418,-38.9,1369,-0.84,829,-21.04,890,
A323230,엠에프엠코리아,섬유 및 의류,의류,58.97,818,640,1844,-9.05,1482,0.76,496,0.03,190,2.37,1183,-9.48,1418,-4.02,1369,78.41,201,-28.81,1019,
A222800,심텍,IT 장비 및 소재,PCB,58.91,819,7597,285,3.64,118,0.67,424,-1.33,1328,2.66,1287,29.95,993,12.4,494,-47.38,1715,3.66,527,
A100220,비상교육,일반서비스,교육,58.9,820,1735,1050,-42.04,1482,0.67,424,0.03,190,0.86,309,5.67,142,4.07,69,-64.51,1904,-11.8,760,
A065560,녹원씨엔아이,IT서비스,소프트웨어,58.83,821,996,1554,-18.16,1482,2.03,1113,0.02,109,1.45,727,-7.53,1418,-6.58,1369,0,740,0,561,
A290550,디케이티,IT 장비 및 소재,스마트폰 부품,58.81,822,1794,1024,10.81,582,0.67,424,-1.44,1328,2.51,1245,14.65,608,18.81,716,-40.11,1604,40.41,314,
A011330,유니켐,섬유 및 의류,피혁(가죽),58.79,823,1161,1407,4.08,149,0.88,575,-0.35,1328,1.18,549,21.52,824,13.62,545,0.54,734,-47.75,1369,
A050960,수산아이앤티,IT서비스,시스템서비스,58.79,823,1914,977,60.65,1286,9.26,1756,-3.97,1328,2.39,1195,102.46,1280,99.69,1209,11.83,581,43.39,304,
A027970,세하,종이 및 용기,용기 및 포장재,58.79,823,1281,1326,4.04,146,0.69,443,-0.37,1328,1.41,704,10.22,379,7.46,247,-22.07,1256,-34.55,1115,
A078000,텔코웨어,통신,통신서비스,58.78,826,1252,1346,-81.78,1482,6.62,1678,1.29,1169,1.19,559,-13.79,1418,-12.47,1369,33.77,399,8.95,490,
A084870,TBH글로벌,섬유 및 의류,의류,58.77,827,600,1873,2.43,58,0.36,168,-0.06,1328,0.81,264,-4.84,1418,-20.13,1369,100.69,145,-58.24,1592,
A012750,에스원,IT서비스,보안서비스,58.76,828,31387,92,8.71,468,1.4,861,0.88,1111,2.34,1173,18.71,744,13.99,563,-20.95,1234,-27.35,993,
A285130,SK케미칼,화학,종합 화학,58.75,829,30142,95,7.23,367,1.99,1097,0.05,317,1.55,792,15.17,626,10.32,412,-23.78,1293,-47.77,1370,
A057540,옴니시스템,유틸리티,스마트그리드,58.73,830,1203,1377,-36.53,1482,1.98,1093,0.18,711,1.24,592,-18.89,1418,-29.75,1369,-7.91,959,59.08,260,
A002410,범양건영,건설 및 건축자재,중견건설사,58.7,831,1696,1067,7.42,379,1.69,987,0.07,416,1.99,1017,10.44,395,359.32,1324,-55.1,1819,74.33,222,
A004970,신라교역,식음료,식료품,58.64,832,2136,894,16.26,807,0.58,358,0.04,265,0.41,35,4.51,85,8.81,319,-22.97,1274,-64.33,1712,
A119850,지엔씨에너지,유틸리티,전력,58.63,833,905,1625,6.12,293,0.76,496,0.12,572,1.07,471,23.77,886,26.52,872,4.79,670,-53.7,1500,
A222980,한국맥널티,식음료,음료,58.63,833,1069,1489,19.32,892,2.39,1199,-0.56,1328,3.02,1395,42.22,1104,49.95,1075,115.59,125,-25.06,956,
