코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,1개월 등락률 (%),높은순서  (비중 5),3개월 등락률 (%),높은순서  (비중 5),6개월 등락률 (%),높은순서  (비중 5),9개월 등락률 (%),높은순서  (비중 5),1년 등락률 (%),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),과거 PFCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),과거 EV/EBITDA (%),낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),
A258610,이더블유케이,기계,기계,43.61,1766,24,287,27.9,328,106.8,112,-23.1,2120,-4.8,1570,282.74,1569,796,1308,13.49,2049,13.79,2151,-1.85,1460,427.87,1640,-227.43,1458,
A138580,비즈니스온,IT서비스,소프트웨어,43.61,1766,-4.9,2131,6.2,970,0,1350,31.1,835,10,1056,38.35,1349,38.09,1017,10.88,2020,4.57,1912,41.09,1148,22.13,1189,31.29,1075,
A000650,천일고속,운송 및 물류,육상운송,43.6,1768,5.4,1387,14,672,19.8,764,13.6,1231,-2.1,1501,-885.77,1606,0,1319,2.52,1569,2.03,1426,-16.85,1460,0,1661,-15.67,1458,
A013990,아가방컴퍼니,유아동산업,유아동산업,43.6,1768,19.2,414,7.5,913,-13.6,1951,-23.9,2128,-17.6,1891,72.45,1458,-198.4,1319,0.79,838,0.75,563,-18.13,1460,0,1661,-15.03,1458,
A102210,해덕파워웨이,조선,조선기자재,43.6,1768,0,1856,0,1345,0,1350,0,1600,0,1313,47.77,1398,50.69,1085,2.86,1630,0.73,544,-71.39,1460,21.18,1160,90.11,1313,
A348210,넥스틴,반도체 관련장비 및 부품,종합 반도체,43.57,1771,30.6,180,0,1345,0,1350,0,1600,0,1313,-116.29,1606,-117.26,1319,9.96,2003,20.07,2175,12.04,623,128.39,1570,23.98,977,
A950130,엑세스바이오,의료기기 및 용품,진단기기,43.55,1772,-29.7,2237,-32.3,2217,414.7,5,647.2,6,854.9,6,-2054.9,1606,-123.71,1319,17.85,2076,27.18,2185,93.29,1307,0,1661,663.55,1441,
A060480,국일신동,철강 및 비철강,구리,43.52,1773,9.8,962,12.6,720,2.8,1239,-30.5,2171,-31.6,2110,29.39,1262,29.33,940,1.75,1356,0.93,734,-67.48,1460,0,1661,-31.43,1458,
A053290,NE능률,일반서비스,교육,43.51,1774,10.4,907,-8.9,1867,-9.2,1827,-43.6,2212,-1.8,1492,17.22,1059,16.93,759,0.66,706,0.86,667,-37.89,1460,0,1661,-35.07,1458,
A034230,파라다이스,레저산업,카지노,43.48,1775,16.5,524,6.5,957,-4.8,1688,-10,1967,-21.3,1970,33.93,1317,166.17,1244,2.17,1488,1.12,908,-20.64,1460,18.82,1103,-23.09,1458,
A101060,SBS미디어홀딩스,지주사,지주사,43.47,1776,9.1,1031,-4.5,1684,-2.7,1603,-3.2,1797,-9.3,1691,-60.37,1606,-41.16,1319,1.09,1062,0.5,264,-1,1460,19.21,1111,-179.36,1458,
A099410,동방선기,조선,조선기자재,43.43,1777,3.8,1561,6.9,935,-30.1,2192,66.2,422,22.6,819,-49.34,1606,-51,1319,1.97,1430,1.65,1233,-16.53,1460,0,1661,-30.6,1458,
A011090,에넥스,가정용품,가구,43.42,1778,5.3,1396,-2.4,1591,-17.1,2027,0.5,1590,-9.4,1692,4164.33,1605,-35.82,1319,0.25,238,1.19,960,22.93,932,29.05,1291,-9.82,1458,
A238120,얼라인드,의료기기 및 용품,진단기기,43.39,1779,6.6,1272,-21.7,2138,32.2,535,67,415,57.7,440,570.24,1589,-766,1319,10.21,2007,3.69,1828,-435.23,1460,471.32,1644,-153.2,1458,
A050860,아세아텍,기계,농업용기계,43.37,1780,-3.4,2097,-4.2,1671,-3.8,1647,-31.9,2175,-16.9,1878,-3.32,1606,-3.35,1319,0.49,525,0.56,347,-15.83,1460,13.21,904,9.68,482,
A263540,샘코,기계,우주항공,43.37,1782,0,1856,0,1345,0,1350,-54.8,2225,-74.3,2222,5.16,428,5.08,262,2.27,1510,3.04,1716,3.15,79,0,1661,-2.69,1458,
A005870,휴니드,기계,방위산업,43.37,1780,9.1,1031,-4.3,1675,-2.9,1614,4.5,1474,-17.7,1895,2994.77,1604,0,1319,0.64,693,0.74,556,-43.71,1460,33.13,1332,-18.84,1458,
A306040,에스제이그룹,섬유 및 의류,의류,43.35,1783,2.4,1680,-7.1,1808,-18.9,2078,-9.6,1959,-2,1498,34.02,1318,46.56,1069,1.89,1400,1.88,1354,12.4,640,10.12,736,11.37,577,
A272450,진에어,운송 및 물류,항공운송,43.32,1784,29.5,196,33.7,263,-4.3,1674,-1.1,1746,-15.6,1842,-3.37,1606,-3.37,1319,1.21,1129,3.35,1769,-2.65,1460,0,1661,-2.44,1458,
A067160,아프리카TV,미디어 및 엔터,미디어,43.31,1786,-3.3,2092,0,1345,-3.7,1644,-1.5,1753,-14.5,1810,9.82,744,13.81,659,3.68,1740,4.91,1946,15,734,11.94,850,16.61,810,
A012750,에스원,IT서비스,보안서비스,43.31,1785,-3.4,2097,-10.7,1921,-15.7,1997,-5.1,1849,-17.5,1889,9.62,736,17.73,780,1.35,1196,2.2,1483,23.53,939,7.1,491,14.9,748,
A007460,에이프로젠 KIC,기계,플랜트설비,43.3,1787,31.8,168,-27,2189,-21.1,2107,-7.2,1899,-11.3,1738,69.52,1452,509.63,1298,3.22,1677,1.13,920,3.39,89,27.23,1276,90.6,1315,
A038530,골드퍼시픽,통신,통신장비,43.3,1787,5.8,1359,32.3,274,-19.4,2085,32.8,798,-1.2,1469,-2150.44,1606,-505.5,1319,6.88,1940,4.04,1869,6.49,290,0,1661,-84.25,1458,
A307180,아이엘사이언스,디스플레이 장비 및 부품,디스플레이 부품,43.25,1789,4,1533,-13.1,1994,67.7,234,65.1,434,35.7,635,-26.98,1606,-17.89,1319,5.76,1902,6.4,2033,114.93,1332,0,1661,-22.07,1458,
A069330,유아이디,디스플레이 장비 및 부품,디스플레이 부품,43.24,1790,0,1856,0,1345,0,1350,0,1600,0,1313,-1.11,1606,-0.87,1319,0.32,328,1.05,848,-2.16,1460,0,1661,-1.51,1458,
A169330,엠브레인,IT서비스,시스템서비스,43.22,1791,9.9,951,-2.4,1591,0,1350,0,1600,0,1313,15.07,995,15.06,703,4.09,1788,3.08,1721,44.47,1168,75.18,1511,-354,1458,
A012510,더존비즈온,IT서비스,소프트웨어,43.18,1792,5.8,1359,0,1345,0,1350,22.7,1009,49,513,43.98,1376,-7.04,1319,10.77,2017,8.4,2078,71.22,1263,35.65,1346,42.73,1183,
A330860,네패스아크,반도체 관련장비 및 부품,종합 반도체,43.15,1793,0,1856,0,1345,0,1350,0,1600,0,1313,12.03,864,12.03,594,6.14,1917,10.62,2116,0,1460,12.86,892,18.44,858,
A067630,에이치엘비생명과학,제약 및 바이오,바이오,43.11,1794,1,1781,15.5,621,22.2,704,16.8,1165,13,988,-134.35,1606,-53.21,1319,12.16,2034,3.86,1852,26.52,987,0,1661,-461.11,1458,
A053080,원방테크,기계,기계,43.1,1795,1.4,1761,0,1345,0,1350,0,1600,0,1313,40.78,1358,40.48,1030,2.76,1613,1.63,1218,26.94,998,34.08,1339,62.07,1254,
A214430,아이쓰리시스템,기계,방위산업,43.09,1796,-1.2,2034,-12.2,1968,-7.8,1781,17.8,1137,13.4,984,4.95,410,4.96,252,2.43,1556,2.19,1481,-124.75,1460,0,1661,-65.52,1458,
A335890,비올,의료기기 및 용품,의료기기,43.05,1797,13.7,690,16.6,584,20.8,740,21.6,1036,0,1313,0,1606,0,1319,0,2159,15.92,2164,0,1460,0,1661,0,1458,
A001000,신라섬유,섬유 및 의류,섬유,43.02,1798,-1.1,2027,7.8,897,18.2,792,19.7,1092,9.9,1059,36.74,1337,34.5,992,12.84,2041,3.73,1834,46.94,1190,179.49,1603,110.4,1335,
A307930,컴퍼니케이,금융,기타 금융,43.01,1799,9.6,981,-1.5,1538,-16.8,2017,-3.1,1794,-16.1,1862,-68.73,1606,-67.87,1319,6.13,1916,1.91,1370,12.58,643,10.47,757,8.28,399,
A046210,파나진,의료기기 및 용품,진단기기,42.95,1800,-5.4,2138,-12.6,1985,-4.5,1677,120.2,177,66,388,39.46,1353,39.24,1024,10.26,2008,6.12,2022,20.86,887,51.27,1443,34.21,1113,
A069540,라이트론,통신,통신장비,42.9,1801,0,1856,0,1345,0,1350,0,1600,0,1313,6.25,516,7.03,384,3.9,1770,2.3,1515,-14.99,1460,0,1661,-5.85,1458,
A057880,필로시스헬스케어,가정용품,셋톱박스,42.83,1802,-40.2,2242,-34.2,2223,123.4,86,130.7,150,101.1,230,-17.09,1606,-16.53,1319,16.91,2073,11.53,2128,32.29,1070,0,1661,-29.53,1458,
A123860,아나패스,디스플레이 장비 및 부품,디스플레이 부품,42.81,1803,22.5,316,17.3,558,8.5,1076,-5.3,1854,-5.9,1592,-11.79,1606,-11.8,1319,2.57,1578,4.63,1916,101.29,1318,0,1661,-11.24,1458,
A196170,알테오젠,제약 및 바이오,바이오,42.75,1804,1.5,1746,-27.9,2198,31.8,539,261,40,395.8,20,824.33,1596,-1556.17,1319,86.95,2132,55.41,2207,272.45,1409,509.13,1649,307,1411,
A065530,전파기지국,통신,통신장비,42.71,1805,3.9,1547,-9.9,1898,-22.4,2126,26.2,913,31.5,693,13.05,923,13.02,634,2.56,1576,3.29,1761,367.04,1424,70.42,1504,72.03,1277,
A036170,라이브파이낸셜,전기 및 전자기기,LED,42.69,1806,15.9,556,16.3,594,-12.3,1918,-7.3,1901,-48.1,2184,-17.02,1606,-15.69,1319,5.03,1857,0.78,589,12.38,637,0,1661,-54.92,1458,
A014910,성문전자,IT 장비 및 소재,콘덴서,42.68,1807,3.2,1619,3.5,1109,14.1,908,0,1600,-12.8,1765,416.38,1585,-15.16,1319,1.02,1010,1.4,1077,-24.23,1460,38.2,1372,-63.17,1458,
A058820,CMG제약,제약 및 바이오,제약,42.66,1808,5.4,1387,4.8,1041,12,965,28.3,874,18,901,307.13,1572,-124.74,1319,10.39,2011,3.63,1817,290.47,1412,137.04,1579,287.43,1410,
A274090,켄코아에어로스페이스,기계,우주항공,42.64,1809,21.7,337,4.1,1074,-20,2092,0,1600,0,1313,-24.46,1606,-7.17,1319,2.06,1451,1.72,1273,-8.61,1460,30.93,1311,-18.48,1458,
A090370,메타랩스,섬유 및 의류,의류,42.54,1810,7.7,1158,-5.9,1745,-14.1,1965,19.7,1092,-17.6,1891,564.82,1588,-63.17,1319,0.86,894,1.13,920,41.83,1155,20.2,1132,0,1458,
A900110,이스트아시아홀딩스,섬유 및 의류,의류,42.51,1811,6.7,1260,-36.2,2226,-14.7,1985,-14.7,2047,-14.7,1818,19.43,1109,46.5,1068,0.45,489,0.14,4,-9.49,1460,0,1661,46.5,1199,
A047080,한빛소프트,미디어 및 엔터,게임,42.44,1812,3.8,1561,-1.8,1559,21.3,730,32,819,13.6,982,785.47,1595,890,1309,1.76,1359,4.18,1879,-113.52,1460,0,1661,445,1428,
A161580,필옵틱스,디스플레이 장비 및 부품,디스플레이 장비,42.44,1812,3.8,1561,-6.9,1795,18.9,779,15.8,1188,23.2,808,-20.24,1606,-7.85,1319,1.45,1234,3.77,1837,-45.77,1460,47.66,1435,93.38,1320,
A290670,대보마그네틱,IT 장비 및 소재,2차전지,42.39,1814,12.5,752,-25.5,2182,15,889,16.3,1178,60.5,421,34.43,1322,34.24,990,13.37,2048,6.57,2041,-68.65,1460,221.45,1617,2260,1455,
A066360,체리부로,식음료,식료품,42.34,1815,5.5,1382,-1.7,1552,-10.9,1886,8.7,1360,-7.9,1655,-3.32,1606,-2.38,1319,0.22,192,1.04,838,-3.43,1460,0,1661,-2.46,1458,
A320000,윈텍,IT 장비 및 소재,카메라모듈,42.32,1816,9.3,1007,-3.4,1639,25.9,627,28.9,865,28.6,730,0,1606,0,1319,48.3,2123,4.17,1878,-4.81,1460,0,1661,-161,1458,
A308170,센트랄모텍,자동차 및 관련부품,기타 자동차부품,42.2,1817,15.6,570,-12.4,1974,-37.8,2213,-36,2190,44.1,551,24.98,1202,157.17,1238,1.33,1189,1.9,1367,-41,1460,22.97,1205,58.94,1244,
A115570,스타플렉스,미디어 및 엔터,광고,42.18,1818,14.5,628,3,1145,-27.4,2171,-47.9,2216,-29.6,2089,-18.74,1606,-7.2,1319,0.49,525,0.53,301,-20.57,1460,64.99,1489,-13.59,1458,
A092040,아미코젠,제약 및 바이오,바이오,42.17,1819,7.8,1145,-20.1,2115,-3.2,1622,46.7,603,34.1,656,79.9,1474,-50.73,1319,4.91,1847,4.42,1899,20.84,886,60.2,1475,147.47,1370,
A298380,에이비엘바이오,제약 및 바이오,바이오,42.12,1820,11.2,842,-20.1,2115,27.4,606,50.5,563,47.3,529,-30.44,1606,-30.43,1319,355.83,2146,10.74,2119,-25.23,1460,0,1661,-19.47,1458,
A101680,한국정밀기계,기계,공작기계,42.1,1821,6.7,1260,20.5,473,-19.1,2079,-33.4,2183,-40.7,2161,-3.63,1606,-3.62,1319,0.68,731,0.26,36,-1.01,1460,0,1661,-1.6,1458,
A039860,나노엔텍,의료기기 및 용품,의료기기,42.07,1822,-7.3,2162,-21.6,2137,16.7,837,50.5,563,51.9,484,29.07,1258,32.84,971,8.74,1991,5.23,1967,254.31,1405,36.21,1354,85.15,1306,
A045510,정원엔시스,IT서비스,시스템서비스,42.02,1823,-3.5,2100,-12.2,1968,-5.2,1703,19.8,1088,25.3,772,-19.46,1606,-18.61,1319,0.34,352,1.59,1193,-451.47,1460,52.07,1447,614,1440,
A196300,애니젠,제약 및 바이오,바이오,42.01,1824,-0.4,1994,-9.7,1892,51.4,331,53.9,525,52.9,474,137.74,1529,116.17,1213,8.1,1973,4.85,1940,-27.97,1460,0,1661,-41,1458,
A011300,성안,섬유 및 의류,섬유,41.89,1826,12.5,752,-4.4,1677,-18.7,2074,-23.9,2128,-27.5,2063,-1.41,1606,-1.05,1319,0.15,93,0.43,190,-0.88,1460,0,1661,-0.94,1458,
A278650,노터스,제약 및 바이오,바이오,41.89,1825,10.5,899,-19,2096,-4.6,1682,29.9,846,7.4,1113,150.52,1535,286.5,1280,4.17,1798,3.48,1794,28.46,1020,33.69,1335,31.83,1082,
A256630,포인트엔지니어링,반도체 관련장비 및 부품,반도체 부품,41.81,1828,2.7,1657,-14.3,2018,-22.4,2126,-8.5,1931,65.7,390,22.24,1163,-577.33,1319,3.28,1685,2.32,1520,21.17,892,12.73,890,20.62,909,
A036420,제이콘텐트리,미디어 및 엔터,미디어,41.81,1827,18.3,441,7.4,915,-9.4,1835,-17.4,2080,-27.2,2060,-14.05,1606,-4.75,1319,1.12,1074,1.7,1260,-15.38,1460,15.35,991,-10.6,1458,
A105330,케이엔더블유,자동차 및 관련부품,기타 자동차부품,41.76,1829,-37.5,2241,-4.7,1693,-6.1,1736,92.3,268,76.2,344,-42.39,1606,-23.41,1319,1.14,1087,2.68,1639,-5.5,1460,0,1661,-6.66,1458,
A268600,셀리버리,제약 및 바이오,바이오,41.76,1829,-13.9,2200,-16.5,2053,97.6,126,129.4,152,166.6,109,-104.96,1606,-105.09,1319,1611.44,2156,64.27,2212,-76.57,1460,0,1661,-83.35,1458,
A007700,F&F,섬유 및 의류,의류,41.66,1831,-6.3,2150,-14.1,2012,-14.2,1969,-7.4,1906,-23.6,2020,10.34,771,12.78,627,1.59,1288,2.62,1621,38.51,1125,7.14,497,10.84,552,
A010600,웰바이오텍,섬유 및 의류,피혁(가죽),41.64,1832,14.1,663,-18.4,2087,3.1,1226,14.9,1204,3.1,1223,-17.65,1606,-15.54,1319,1.15,1089,2.38,1547,-3.62,1460,0,1661,-3.76,1458,
A041590,젬백스지오,디스플레이 장비 및 부품,디스플레이 부품,41.54,1833,7.2,1204,4.9,1036,-12.9,1933,-30,2166,-30,2093,14.81,978,17.53,773,1.58,1285,0.71,520,-5.33,1460,0,1661,-37.4,1458,
A222040,코스맥스엔비티,식음료,식료품,41.53,1835,-6.9,2159,-32.2,2216,16.8,833,28.9,865,24.2,787,-34.47,1606,-13.62,1319,0.61,657,2.39,1552,-35.21,1460,1287.65,1658,-17.8,1458,
A078000,텔코웨어,통신,통신서비스,41.53,1834,4.8,1456,-3.6,1648,-9.8,1845,5.8,1435,-17.6,1891,71.01,1454,82.79,1172,2.92,1637,1.07,866,15.15,740,21,1155,68.18,1270,
A253840,수젠텍,의료기기 및 용품,진단기기,41.53,1836,-23.1,2230,-33.1,2219,-2.4,1590,235.9,51,352.8,23,47.55,1393,64.93,1127,13.29,2047,-40.66,2224,-3.57,1460,25.23,1248,22.9,959,
A149980,하이로닉,의료기기 및 용품,의료기기,41.51,1837,13.4,703,3.2,1126,-17.8,2054,-19,2089,-31.5,2108,35.61,1330,46.67,1070,3.2,1674,1.38,1065,27.03,999,18.09,1082,70,1275,
A001210,금호전기,전기 및 전자기기,LED,41.43,1838,-12.8,2196,12.6,720,-9.5,1836,27.6,893,2.1,1251,-7.33,1606,-7.03,1319,0.92,950,1.67,1244,-2.52,1460,0,1661,-7.49,1458,
A019570,리더스 기술투자,금융,기타 금융,41.37,1839,15.6,570,-7.1,1808,10.1,1019,24.1,978,-9.1,1686,-1.99,1606,-1.98,1319,2.68,1600,2.07,1444,-5.46,1460,0,1661,-12.86,1458,
A030960,양지사,가정용품,개인용품,41.36,1840,-4.3,2115,9.9,834,4.1,1199,4.1,1492,-10.6,1722,-117.14,1606,-107.6,1319,3.41,1703,0.85,658,30.18,1045,83.69,1520,230.57,1399,
A067390,아스트,기계,우주항공,41.34,1841,15.5,575,4.7,1044,-11.7,1906,-35,2188,-47.5,2182,399.56,1581,-22.17,1319,1.54,1269,0.72,533,-1.71,1460,18.82,1103,-6.6,1458,
A084180,수성,기계,중장비 및 관련품,41.33,1842,6.3,1303,2.7,1161,13.8,917,8.2,1377,-49.3,2190,-7.37,1606,-3.32,1319,1.1,1064,1.45,1105,-17.34,1460,0,1661,-16.13,1458,
A016600,큐캐피탈,금융,기타 금융,41.23,1843,7.1,1217,5.2,1023,-14.6,1981,-31.9,2175,-1.7,1486,-4.29,1606,-4.28,1319,4.82,1842,0.87,680,16.11,767,0,1661,19.78,888,
A007120,미래아이앤지,IT서비스,시스템서비스,41.15,1844,4.2,1513,-4.9,1705,-10.3,1857,12.6,1258,14.1,973,-195.74,1606,-226,1319,8.07,1970,0.51,273,39.1,1133,0,1661,226,1397,
A115530,씨엔플러스,IT 장비 및 소재,IT 소재 및 부품,41.11,1845,0,1856,0,1345,0,1350,0,1600,0,1313,6.9,565,104,1197,2.08,1458,5,1949,44.37,1166,45.15,1417,-260,1458,
A330350,위더스제약,제약 및 바이오,바이오,41.1,1846,5.9,1343,-9.3,1882,0,1350,0,1600,0,1313,34.25,1319,34.09,987,4.51,1822,2.33,1528,63.45,1244,25.61,1256,27.8,1033,
A318410,비비씨,종이 및 용기,종이,41.1,1846,-2.9,2087,0,1345,0,1350,0,1600,0,1313,0,1606,0,1319,4.63,1829,2.84,1670,9.06,465,31.78,1318,15.63,775,
A187420,제노포커스,제약 및 바이오,바이오,41.08,1848,-17.5,2214,-29,2202,58.9,285,126,159,68,378,-456.13,1606,-20.14,1319,11.83,2031,4.53,1908,-27.78,1460,0,1661,-89.4,1458,
A006570,대림통상,건설 및 건축자재,위생도기,41.06,1849,-3.7,2105,-5.2,1714,-4,1658,5.1,1456,0.5,1301,-27.65,1606,-11.6,1319,0.38,406,0.73,544,-4.88,1460,0,1661,-8.09,1458,
A302430,이노메트리,IT 장비 및 소재,2차전지,41.05,1850,6.4,1290,-12.4,1974,9.7,1037,32.1,816,33.7,663,-78.62,1606,-23.1,1319,7.03,1946,3.65,1822,-30.6,1460,34.57,1344,308,1412,
A032580,피델릭스,반도체 관련장비 및 부품,반도체 제조,41.03,1851,8.1,1120,7.3,920,-27,2170,9,1351,-16.7,1874,-126.94,1606,-148,1319,0.71,763,1.25,992,-19.07,1460,0,1661,-49.33,1458,
A027050,코리아나,가정용품,화장품,41.02,1852,-3.4,2097,-0.8,1496,3.7,1204,12.7,1255,28.5,732,54.96,1421,72.43,1146,2.23,1504,2.62,1621,-62.06,1460,30.14,1303,-676,1458,
A086820,바이오솔루션,제약 및 바이오,바이오,40.99,1853,39.3,112,2.5,1178,2.2,1250,19.1,1101,-1.6,1484,-161.69,1606,-129.89,1319,34.28,2112,5.2,1963,-1142.59,1460,0,1661,-82.27,1458,
A008350,남선알미늄,건설 및 건축자재,창호,40.98,1854,10,935,-17.2,2067,-29.3,2186,10.7,1304,45.4,547,1092.11,1599,-4782,1319,1.6,1293,2.52,1595,48.76,1200,36.84,1360,82.45,1303,
A303030,지니틱스,반도체 관련장비 및 부품,반도체 부품,40.97,1855,7,1230,-4,1664,-12.5,1923,-10.6,1978,-0.8,1457,22.29,1167,21.88,862,2.02,1443,3.07,1720,35.94,1107,19.64,1123,28.03,1036,
A206400,베노홀딩스,미디어 및 엔터,게임,40.95,1856,-19.4,2222,-19.4,2104,16.8,833,92.8,266,105.9,219,64.99,1444,66.88,1130,16.38,2069,10.14,2108,-3.35,1460,65.57,1491,145.91,1369,
A046070,코다코,자동차 및 관련부품,엔진부품,40.88,1857,2.1,1712,12.8,711,-8.9,1821,-8.9,1938,-8.9,1679,148.7,1533,240,1269,0.27,267,2.99,1705,-4.54,1460,21.77,1178,-8.73,1458,
A099750,이지케어텍,의료기기 및 용품,의료기기,40.84,1858,4.3,1505,-1,1507,4.6,1187,27.8,886,12.5,1008,-28.35,1606,-27.4,1319,1.86,1393,3.25,1753,-10.35,1460,0,1661,-29.36,1458,
A100590,머큐리,통신,통신장비,40.83,1860,1.3,1765,-7.6,1825,-9.8,1845,8,1383,17.1,915,48.95,1402,49.38,1080,1.37,1205,1.96,1390,17.8,822,0,1661,1432,1452,
A234300,에스트래픽,IT서비스,소프트웨어,40.83,1859,4.9,1443,6,979,2.8,1239,15.5,1194,-13.3,1773,-194.23,1606,-12.61,1319,1.01,1006,5.23,1967,-8.81,1460,29.75,1300,-46.65,1458,
A084670,동양고속,운송 및 물류,육상운송,40.8,1861,0.2,1844,-0.4,1475,-0.8,1530,1,1575,-4.2,1549,-7.21,1606,-3.81,1319,0.76,807,0.67,469,-5.15,1460,0,1661,-5.03,1458,
A193250,와이제이엠게임즈,IT 장비 및 소재,스마트폰 부품,40.77,1862,11.1,850,-19.5,2107,-14.4,1975,-14.1,2040,-18.6,1911,11.77,848,15.79,728,2.4,1543,1.13,920,-13.1,1460,16.25,1028,126.33,1349,
A235980,메드팩토,제약 및 바이오,바이오,40.74,1863,1,1781,-2.1,1570,70,221,311.9,29,0,1313,-126.89,1606,-115.44,1319,0,2159,30.94,2190,-66.66,1460,0,1661,-98.28,1458,
A060570,드림어스컴퍼니,가정용품,가전제품,40.7,1864,4.8,1456,2.7,1161,-8,1792,-14.6,2046,-2.3,1507,11.86,854,12.27,602,1.27,1163,2.6,1617,-15.54,1460,0,1661,-22.34,1458,
A042000,카페24,IT서비스,인터넷서비스,40.61,1865,-5.2,2135,-27.6,2194,-6.7,1755,51.2,556,9.8,1061,17.26,1061,42,1038,2.11,1467,4.16,1875,73.2,1267,19.4,1114,71.4,1276,
A322180,티라유텍,IT서비스,시스템서비스,40.57,1866,6.5,1279,3.1,1135,-1.1,1543,7.8,1388,-9,1684,-792.94,1606,-715,1319,3.04,1648,2.37,1542,10.48,546,0,1661,-34.05,1458,
A084850,아이티엠반도체,IT 장비 및 소재,2차전지,40.56,1867,13.7,690,-17,2064,-26.9,2169,-3.5,1804,53.6,468,24.39,1197,-69.06,1319,3.17,1669,4.35,1895,90.06,1299,17.69,1077,40.25,1162,
A028040,미래SCI,전기 및 전자기기,전자기기,40.51,1868,0,1856,0,1345,0,1350,0,1600,-46.1,2176,2.95,202,-6.94,1319,4.31,1808,0.78,589,-8.49,1460,0,1661,-2.36,1458,
A222420,쎄노텍,화학,기타 화학,40.47,1869,7.4,1181,-3.1,1623,-8.1,1798,24,979,2,1254,30.46,1271,30.33,948,3.15,1664,2.36,1538,-151.67,1460,0,1661,-32.76,1458,
A002420,세기상사,미디어 및 엔터,영화,40.37,1871,0,1856,0,1345,18.7,786,9.8,1329,6.4,1139,-32.07,1606,-31.38,1319,8.1,1973,1.14,928,-16.26,1460,0,1661,-31.38,1458,
A205500,액션스퀘어,미디어 및 엔터,게임,40.37,1870,10.2,920,-14.5,2023,5.9,1149,76.9,343,8,1101,-14.83,1606,-14.57,1319,11.36,2027,3.47,1792,-61.58,1460,0,1661,-47.86,1458,
A019590,엠벤처투자,금융,기타 금융,40.34,1872,13.8,680,32.2,275,10,1023,-20.8,2106,-20.8,1963,-15.47,1606,-15.53,1319,8.56,1983,1.86,1346,-177.66,1460,491.18,1648,-668,1458,
A222110,팬젠,제약 및 바이오,바이오,40.29,1873,-3.2,2090,3.5,1109,34.4,509,38.4,708,18.2,898,-17.59,1606,-17.7,1319,15.93,2065,5.66,1995,-15.69,1460,0,1661,-16.48,1458,
A056730,포스링크,IT서비스,시스템서비스,40.17,1874,0,1856,0,1345,0,1350,0,1600,0,1313,10.52,778,10.54,534,-18.9,2159,176.49,2220,12.34,635,0,1661,-43.84,1458,
A125210,아모그린텍,IT 장비 및 소재,스마트폰 부품,40.16,1875,15.8,562,-4.8,1698,-4.8,1688,-4.8,1840,26,758,227.83,1561,235.56,1267,2.07,1456,5.32,1974,32.62,1075,324.78,1631,235.56,1402,
A275630,에스에스알,IT서비스,보안서비스,40.12,1876,2.8,1646,0,1345,-11.4,1900,-6.1,1873,-8,1659,13.12,926,13.04,636,2.72,1605,1.39,1072,-6.83,1460,34.17,1341,-25.08,1458,
A900080,에스앤씨엔진그룹,자동차 및 관련부품,기타 자동차부품,40.11,1877,0,1856,0,1345,0,1350,-51.2,2220,-56.7,2205,-0.87,1606,-0.32,1319,0.41,443,0.06,1,-0.28,1460,0,1661,-2.68,1458,
A011810,STX,일반서비스,무역,40.09,1878,13.4,703,-14.1,2012,-5.7,1727,-9.6,1959,-18.5,1908,45.89,1387,1239,1315,0.11,50,2.4,1555,-27.24,1460,41.22,1395,-16.74,1458,
A034940,조아제약,제약 및 바이오,제약,40.07,1879,5.3,1396,-13,1992,-16.8,2017,40.7,680,30.8,698,47.76,1397,517.33,1300,2.26,1509,2.6,1617,193.03,1384,64.32,1486,-1552,1458,
A114120,크루셜텍,IT 장비 및 소재,스마트폰 부품,40.06,1880,6.8,1250,-35.4,2225,-17.8,2054,-20.2,2101,-65.5,2217,32.08,1298,116,1211,0.67,724,0.88,688,2.56,49,0,1661,-1.05,1458,
A002070,비비안,섬유 및 의류,의류,40.05,1881,9.1,1031,-10.4,1914,-46.9,2235,-34.2,2184,-59.2,2208,9.7,738,10.83,550,0.48,517,1.23,984,-13.1,1460,0,1661,-35,1458,
A052670,제일바이오,제약 및 바이오,동물용의약품,40.02,1882,5.8,1359,-6.6,1777,0.9,1307,14,1225,27.8,743,28.18,1250,28.67,931,6.2,1918,3.93,1858,-143.37,1460,0,1661,-137,1458,
A073110,엘엠에스,디스플레이 장비 및 부품,디스플레이 부품,39.95,1883,6.1,1322,-16.8,2062,-10.4,1858,-23.3,2122,-47.2,2180,16.55,1041,-16.62,1319,0.63,682,0.73,544,14.36,714,0,1661,-3.75,1458,
A020150,일진머티리얼즈,IT 장비 및 소재,2차전지,39.83,1884,9.6,981,-6.8,1791,-2.3,1585,-2.5,1774,16.9,920,32.72,1302,-35.2,1319,4.06,1783,3.59,1814,77.27,1276,23.61,1214,54.91,1235,
