코드 번호,회사명,업종 (대),업종 (소),코스피코스닥,주가 (원),시가총액 (억),상장주식수 (만주),자사주 (만주),자사주 비중 (%),주식수 증가율 (%),1일 등락률 (%),5일 등락률 (%),1개월 등락률 (%),3개월 등락률 (%),6개월 등락률 (%),9개월 등락률 (%),1년 등락률 (%),3년 등락률 (%),과거 GP/A (%),과거 GPM (%),분기 GPM (%),5년평균 OPM,발표 OPM (%),발표 분기 OPM (%),올해 OPM (%),발표 NPM (%),발표 분기 NPM (%),5년평균 ROE,발표 ROE (%),1년후 ROE (%),과거 ROA (%),1년후 ROA (%),과거 PCR,과거 PFCR,과거 PSR,발표 PSR,1년후PEG,PER  곱하기PBR,고점 PBR,저점 PBR,5년평균 PBR,발표 PBR,1년후 PBR,5년평균 PER,자사주반영 PER,과거 PER,발표 PER,발표 분기 PER,올해 PER,1년후 PER,과거 EV/EBITDA (%),과거 POR,발표 POR,청산가치비율 (NCAV전략) (%),당좌 비율 (%),유동 비율 (%),단순 부채비율 (%),보수적 부채비율 (%),차입금 비율 (%),배당 성향 (%),시가 배당률 (%),DPS  성장률 (%),시가 배당률 고점,시가 배당률 저점,국채시가 배당률,주가 변동성,베타 (52주),부채 (억),자본 (억),유동자산 (억),재고자산 (억),투자자산 (억),지분투자 (억),총자산 (억),매출액 (억),영업이익 (억),순이익(지배) (억),EBITDA (억),매출총이익 (억),영업활동현금흐름 (억),투자활동현금흐름 (억),재무활동현금흐름 (억),설비투자 (억),DPS (원),거래대금 (당일 억),거래대금 (5일평균 억),거래대금 (20일평균 억),거래대금 증가율(5일대비),거래대금 증가율(20일대비),1개월전 주가,3개월전 주가,6개월전 주가,9개월전 주가,1년전 주가,52주 신고가,52주 신저가,주가>5이평,주가>20이평,주가>60이평,주가>120이평,신고가율 (%),신저가율 (%),당일 기관(%),당일 외인(%),당일 수급(%),주간 기관(%),주간 외인(%),주간 수급(%),1개월 기관(%),1개월 외인(%),1개월 수급(%),3개월 기관(%),3개월 외인(%),3개월 수급(%),6개월 기관(%),6개월 외인(%),6개월 수급(%),고점대비 PBR괴리율,저점대비 PBR괴리율,이익의 변동성,예상가 괴리율 (%),목표가  괴리율 (%),예상가 매력등수,목표가 매력등수,본사 국내 =1,지주사 =1,금융 =1,스팩 =1,관리 종목 =1,예상 주가 (원),목표 주가 (원),20년 2Q 호실적 100기업,20년3Q 호실적예상 100기업,3Q 발표 =1,마지막 리포트일,실적 발표일,20/3Q 매출액 컨센대비,20/3Q 영업이익 컨센대비,20/3Q 순이익 컨센대비,20/2Q 매출액 컨센대비,20/2Q 영업이익 컨센대비,20/2Q 순이익 컨센대비,1주일 어닝스,1달 어닝스,3개월  어닝스,6개월  어닝스,9개월  어닝스,12개월  어닝스,어닝스 점수,발표OPM증가율(최근분기),발표NPM증가율(최근분기),발표ROE증가율 (최근분기),자산증가율 (최근분기),발표자본증가율 (최근분기),자본증가율 (1년후),매출채권 회수기간,재고자산 회수기간,단순 FCFF (잉여현금흐름),F스코어 지배주주순익>0 여부,F스코어 영업활동현금흐름>0 여부,F스코어 ROA증가 여부,F스코어 영현>순익 여부,F스코어 부채비율감소 여부,F스코어 유동비율증가 여부,F스코어 신주발행X 여부,F스코어 매출총이익률증가 여부,F스코어 총자산회전율증가 여부,F스코어 점수 (9점만점),매출액 16년->19년 3년간 YOY,매출액 연환산 YOY,매출액 17년 YOY,매출액 18년 YOY,매출액 19년 YOY,매출액 20년(E)  YOY,매출액 21년(E)  YOY,매출액 19년3Q YOY,매출액 19년4Q YOY,매출액 20년1Q YOY,매출액 20년2Q YOY,매출액 20년3Q(E) YOY,매출액 20년4Q(E) YOY,매출액 19년3Q QOQ,매출액 19년4Q QOQ,매출액 20년1Q QOQ,매출액 20년2Q QOQ,매출액 20년3Q(E) QOQ,매출액 20년4Q(E) QOQ,영업이익 16년->19년 3년간 YOY,영업이익 연환산 YOY,영업이익 17년 YOY,영업이익 18년 YOY,영업이익 19년 YOY,영업이익 20년(E)  YOY,영업이익 21년(E)  YOY,영업이익 19년3Q YOY,영업이익 19년4Q YOY,영업이익 20년1Q YOY,영업이익 20년2Q YOY,영업이익 20년3Q(E) YOY,영업이익 20년4Q(E) YOY,영업이익 19년3Q QOQ,영업이익 19년4Q QOQ,영업이익 20년1Q QOQ,영업이익 20년2Q QOQ,영업이익 20년3Q(E) QOQ,영업이익 20년4Q(E) QOQ,순이익 16년->19년 3년간 YOY,순이익 연환산 YOY,순이익 17년 YOY,순이익 18년 YOY,순이익 19년 YOY,순이익 20년(E)  YOY,순이익 21년(E)  YOY,순이익 19년3Q YOY,순이익 19년4Q YOY,순이익 20년1Q YOY,순이익 20년2Q YOY,순이익 20년3Q(E) YOY,순이익 20년4Q(E) YOY,순이익 19년3Q QOQ,순이익 19년4Q QOQ,순이익 20년1Q QOQ,순이익 20년2Q QOQ,순이익 20년3Q(E) QOQ,순이익 20년4Q(E) QOQ,16년 매출액,16년 영업이익,16년 순이익,17년 매출액,17년 영업이익,17년 순이익,18년 매출액,18년 영업이익,18년 순이익,19년 매출액,19년 영업이익,19년 순이익,20년(E) 매출액,20년(E) 영업이익,20년(E) 순이익,21년(E) 매출액,21년(E) 영업이익,21년(E) 순이익,매출액 18년 3Q,매출액 18년 4Q,매출액 19년 1Q,매출액 19년 2Q,매출액 19년 3Q,매출액 19년 4Q,매출액 20년 1Q,매출액 20년 2Q,매출액 20년 3Q(E),매출액 20년 4Q(E),영업이익 18년 3Q,영업이익 18년 4Q,영업이익 19년 1Q,영업이익 19년 2Q,영업이익 19년 3Q,영업이익 19년 4Q,영업이익 20년 1Q,영업이익 20년 2Q,영업이익 20년 3Q(E),영업이익 20년 4Q(E),순이익 18년 3Q,순이익 18년 4Q,순이익 19년 1Q,순이익 19년 2Q,순이익 19년 3Q,순이익 19년 4Q,순이익 20년 1Q,순이익 20년 2Q,순이익 20년 3Q(E),순이익 20년 4Q(E),발표치 20년3Q  매출액,발표치 20년3Q  영업이익,발표치 20년3Q  순이익,컨센서스 20년3Q  매출액,컨센서스 20년3Q  영업이익,컨센서스 20년3Q  순이익,
A072950,빛샘전자,통신,통신장비,코스닥,5800,348,600,25,4.2,0,-1.9,-2.5,3,9,7.8,9.2,8,0,11.36,17.4,17.7,4.7,3.09,-0.9,0,3.33,0.08,5.4,2.51,0,2.21,0,7.21,7.73,0.84,0.83,0,15.41,2.31,0.4,0.7,0.62,0.62,13.1,23.81,21.23,24.86,966.67,0,0,2.63,23.63,26.77,94.54,688,820.66,13,14,2,30.05,1.72,32.47,6.48,0,1.72,0.03424,1.21066,76,558,405,65,13,0,634,421,13,14,25,72,48,-35,-6,3,100,2.54,3.04,5.58,-16.41,-54.53,5630,5320,5380,5310,5370,6270,2800,0,0,1,1,93,107,0.03,0,0.03,0.09,0.31,0.41,0.17,0.42,0.59,0.17,0.32,0.49,0.02,0.36,0.38,27,155,0.63961,231,0,735,462,1,0,0,0,0,2508,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,26.6,8.6,-0.9,0.9,0,48,69,45,1,1,0,1,1,1,1,0,0,6,-20.8,-13.2,-3.8,-16,-2.1,0,0,-1.7,-13.7,-25.5,-18.8,7.1,0,-10.2,23.9,-36,14.2,18.5,0,-32.1,19.3,42.9,-60,18.8,0,0,-86.8,543.4,-36.1,-69.6,-231.2,0,-71.8,1111.7,-59.3,-78.2,-221.7,0,-34.5,9.5,20.7,-51.4,11.8,0,0,-63.5,342.7,-18.8,-64.4,-95.9,0,-7.9,272.3,-37.1,-83.5,-89.4,0,586,28,29,564,40,35,474,16,17,464,19,19,0,0,0,0,0,0,107,151,112,117,105,130,83,95,113,0,6,1,6,3,1,9,4,1,-1,0,6,2,6,2,2,8,5,1,0,0,113,-1,0,0,0,0,
A215090,이디티,기계,우주항공,코스닥,838,219,2614,5,0.2,72.8,0,-5.3,17.5,-16.2,-49.6,-46,-60.9,-69.3,10.77,13.7,35.27,-4.8,-9.57,14.52,1.55,-20.21,12.36,-14.9,-22.88,7.06,-17.04,5.11,-63.08,-54.75,1.25,1.16,0.14,-7.6,6.29,1.32,2.85,1.32,1.29,-29.4,-5.75,-4.58,-5.76,6.78,109.5,18.25,0,-7.32,-12.17,84.02,172,224.33,30,41,22,0,0,0,0,0,0,0.05977,0.85118,65,158,249,58,49,0,223,188,-18,-38,-30,24,-4,-51,162,0,0,1.95,2.81,6.76,-30.43,-71.1,713,1000,1662,1552,2143,2721,713,0,1,0,0,31,18,0,0.07,0.07,0,0.99,0.99,0,2.19,2.19,0,1.47,1.47,0.01,2.76,2.77,21,100,-1.46652,-52,0,1937,462,1,0,0,0,0,-1601,0,0,0,1,20200626,20201116,0,0,0,0,0,0,0,9.1,33.3,300,0,131.6,80,-72.7,-54,-64.5,5.6,-6.7,7.6,25,111,-4,0,0,0,1,1,0,0,0,1,3,0,-0.3,0,7.2,-14.4,9,14.4,7,-17.2,-14.2,5.7,23.7,0,35,-2.6,-42.1,38.6,58,0,0,-72.2,0,-50,-512.5,109.1,466.7,-136.2,-698.4,-108.3,102.7,508.6,0,67.1,-717.7,53.5,102.2,4889.5,0,0,-53.5,0,-328.6,-262.5,103.4,550,-145.5,-1401.7,-181.4,72.3,507.6,0,91,-1451.5,70.5,32.9,232.7,0,0,0,0,194,16,7,208,8,-16,178,-33,-58,194,3,2,222,17,13,49,62,35,39,53,51,30,41,65,0,6,3,-4,-7,-2,-19,-9,0,9,0,4,2,-3,-22,-2,-31,-9,-6,8,0,65,9,8,0,0,0,
A048830,엔피케이,화학,합성수지,코스닥,1890,354,1872,3,0.2,0,1.6,0.3,5.9,23.9,23.5,23.1,2.4,-8.5,4.2,5,0.18,0,-0.95,5.98,0,-2.69,4.4,0.9,-4.3,0,-2.3,0,8.86,-14.75,0.57,0.56,0,-18.53,2.29,0.54,1.17,0.89,0.89,129.6,-20.78,-12.61,-20.82,11.35,0,0,15.79,-17.59,-59,-48.87,101,126.03,90,90,38,0,1.59,9.48,2.86,0.29,1.59,0.02924,0.87637,350,388,177,35,32,0,738,631,-6,-17,28,31,41,-64,-23,65,30,2.7,2.03,2.88,33.38,-6.24,1785,1525,1530,1535,1845,2065,967,1,1,1,1,92,95,0,0.09,0.09,0.01,0.17,0.18,0.19,1.42,1.61,0.18,1,1.18,0.16,1.67,1.83,39,165,-1.88917,-183,0,1613,462,1,0,0,0,0,-1032,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,-246.2,-2790,-2827.7,-6.3,-2.5,0,39,22,-24,0,1,0,1,1,0,1,0,1,5,-3.6,0.3,8.5,-7.9,-3.4,0,0,-3.7,14,-1.9,-17.9,6.8,0,8.9,3.4,-8.5,-20.4,41.8,0,-200,-247.1,566.7,-95,-400,0,0,-123.9,-474,-69.8,-414.1,397.8,0,-216.7,-148.3,120.9,-617.8,210.6,0,-142.1,-2756.3,-5.3,-116.7,-166.7,0,0,35.1,-1066.7,-50.6,-2131.3,326.7,0,-514.5,-184.9,120.6,-934.7,146.3,0,674,3,19,731,20,18,673,1,-3,650,-3,-8,0,0,0,0,0,0,173,151,160,152,166,172,157,125,177,0,-2,-2,6,3,-4,-9,2,-10,11,0,-5,-1,4,1,-3,-10,2,-17,8,0,177,11,8,0,0,0,
A032080,아즈텍WB,섬유 및 의류,의류,코스닥,1755,377,2149,50,2.3,0,-0.9,0.3,10,8,2,-8.8,-1.7,-19.5,4.1,12.7,-19.72,6.1,-1.99,7.42,0,8.26,11.8,3.8,3,0,2.47,0,-5.15,-5.16,1,1.07,0,5.07,1.06,0.33,0.55,0.39,0.39,33.9,12.7,13.17,13,8.09,0,0,0,-81.08,-53.86,93.37,143,250.11,23,23,20,0,0,-100,3.73,0,0,0.03414,0.87606,220,954,572,246,482,0,1174,351,-7,29,-5,48,-73,87,82,0,0,2.16,2.04,2.8,5.58,-22.88,1595,1625,1720,1925,1785,2130,1075,1,1,1,1,82,63,0.01,-0.03,-0.01,0.03,0.01,0.03,0.04,0.38,0.42,0.04,0.32,0.36,0.09,-0.81,-0.72,37,118,0.75026,-466,0,1413,462,1,0,0,0,0,-377,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-142.7,-4,-30.9,2.3,4,0,73,254,-73,1,0,0,0,0,0,1,0,0,2,-15.2,-25,-34.6,36.6,-5.1,0,0,-7,-17.4,-25.2,-38.6,-21.9,0,25.4,-15.4,-22.1,-25.6,59.4,0,-17.1,-132.1,-180,171.4,45,0,0,-41.6,322.6,-46.5,-770.4,-25.4,0,142.1,-1.1,-68.9,-1001.3,126.9,0,11.6,-28,-109.3,1075,23.1,0,0,-32.9,86,-112,-27,1.1,0,166.1,37.6,-112.1,265.4,268.7,0,526,35,43,344,-28,-4,470,20,39,446,29,48,0,0,0,0,0,0,136,129,111,101,126,107,83,62,99,0,17,2,6,4,10,10,3,-27,7,0,17,9,16,4,12,16,-2,3,12,0,99,7,12,0,0,0,
A032280,삼일,운송 및 물류,육상운송,코스닥,2000,324,1621,120,7.4,0,5.3,3.4,12,2,3.6,2.6,0.5,-5.2,7.7,8.3,4.02,2.1,0.46,0.24,0,-4.11,23.36,0.7,-5.18,0,-3.65,0,7.33,7.53,0.35,0.37,0,-4.23,1.22,0.38,0.66,0.47,0.47,214.9,-8.33,-4.14,-9,1.78,0,0,69.62,43.55,81,-45.37,61,62.18,63,52,30,20.03,2.5,82.8,2.86,0,2.5,0.02333,0.77925,338,649,191,3,19,0,987,875,4,-36,7,76,43,-104,70,0,50,21.27,5.2,1.91,308.99,1010.82,1785,1960,1930,1950,1990,2080,1310,1,1,1,1,96,53,0,0.03,0.03,0,0.11,0.11,0,0.11,0.11,-0.01,0.15,0.14,-0.02,0.08,0.06,39,124,-4.99513,-83,0,1820,462,1,0,0,0,0,-2401,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-78.1,-404.4,-350,5.8,10.4,0,51,2,43,0,1,0,1,0,0,1,0,0,3,3.9,-9.5,-1.7,7.4,-1.5,0,0,-1.7,-2,-7.4,-11.8,-17.4,0,0.7,4.7,-8,-9.2,-5.7,0,-10.7,-80.3,3.6,13.8,-24.2,0,0,-36.5,189.9,-77.2,-268.5,-89.1,0,14.4,70.1,-68.3,-373.1,107.4,0,32,-376.3,-20,30,26.9,0,0,-52.9,22233.3,-79.1,-3675.3,1529,0,-2.8,614,-92.2,-6677.6,144.3,0,925,28,25,909,29,20,976,33,26,961,25,33,0,0,0,0,0,0,240,252,245,234,236,247,227,206,195,0,7,2,10,4,4,7,2,-6,0,0,6,0,7,3,3,20,2,-103,45,0,195,0,45,0,0,0,
A093640,다믈멀티미디어,반도체 관련장비 및 부품,반도체 설계,코스닥,2920,352,1206,0,0,11.7,1,-2.8,-3.6,4.1,-2.7,-6.4,-18.8,-22.9,11.96,40.1,48.55,-0.8,1.08,4.16,0,-11.83,9.92,-5.4,-5.14,0,-3.29,0,67.84,70.4,3.53,3.78,0,-52.48,12.46,1.16,5.36,1.64,1.64,-135.4,-32,-12.97,-32,40.55,0,0,153.85,193.41,352,11.36,141,154.73,61,58,42,0,0,0,0,0,0,0.04395,1.22737,122,212,162,15,147,63,334,93,1,-11,2,40,5,-31,-4,0,0,1.53,3.63,3.53,-57.95,-56.72,3030,2805,3000,3120,3595,5100,1800,0,0,0,1,57,62,0,0,0,0.01,-0.14,-0.12,0.06,0.74,0.8,0.08,3.03,3.11,0.11,0.93,1.04,13,141,-3.35212,-279,0,1516,462,1,0,0,0,0,-1046,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.9,-175.8,-96.7,-0.8,4,0,18,73,5,0,1,0,1,1,0,0,1,0,4,-49,-25.9,-28.8,-39.3,18,0,0,-10.1,24.1,-43.2,-44.5,-23.6,0,-6.5,5.2,-20.9,-28.6,28.6,0,400,-72.6,-1500,7.1,138.5,0,0,169.4,123.6,-124.5,-80.2,-36.4,0,-35.6,-9.8,-203.9,132.8,106.8,0,400,-104.5,-4200,12.2,113.9,0,0,-437.2,95.4,-190.3,-141.4,115.7,0,-233.9,96.2,-1530.8,49.4,150.6,0,257,2,1,183,-28,-41,111,-26,-36,131,10,5,0,0,0,0,0,0,32,24,42,31,29,30,24,17,22,0,-2,-5,5,2,1,1,-1,0,1,0,-3,-11,9,10,-14,-1,-8,-4,2,0,22,1,2,0,0,0,
A038110,에코플라스틱,자동차 및 관련부품,차량 내장재,코스닥,1735,445,2567,66,2.6,0,-0.9,0,9.8,11.2,18.8,20.1,14.5,-23.7,6.02,3.1,1.55,0.3,0.02,1.06,0,-0.6,0.36,-3,-7.26,0,-1.22,0,0.9,4.49,0.04,0.04,0,-2.55,0.69,0.25,0.42,0.43,0.43,-15.2,-5.78,-4.34,-5.93,9.49,0,0,4.6,-12.75,222.5,-667.64,35,48.12,467,499,189,0,1.73,-15.7,2.62,0,1.73,0.03594,1.11845,5103,1022,2132,573,322,2,6125,12401,2,-75,508,364,493,-415,-87,394,30,2.38,3.92,3.53,-39.34,-32.72,1580,1560,1460,1445,1515,1930,840,0,1,1,1,90,107,0,0.08,0.08,0,0.37,0.37,0,0.92,0.92,0.11,-0.2,-0.09,0.09,0.22,0.31,62,172,-2.12018,-52,0,1937,462,1,0,0,0,0,-3346,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-97.9,-360.9,-393.4,-5.4,-6.9,0,34,18,99,0,1,0,1,0,0,1,0,1,4,11.3,4.2,-4.6,4,12.2,0,0,7.7,7.8,0.1,-8.5,18.5,0,-14,28.7,-23,7.3,11.4,0,29.8,-98.2,-141.7,-5.7,394.6,0,0,95.2,-4.9,-899.1,-165.4,1403.8,0,-104.1,1768.9,-178.7,-20.1,182.7,0,-118.6,-373,-309.3,-36.7,93.5,0,0,80.6,-229,-196.4,-146.3,176.4,0,-135.5,-30.3,-136,57.6,158.6,0,10931,84,43,10426,-35,-90,10843,-37,-123,12163,109,-8,0,0,0,0,0,0,2542,3269,2714,3185,2739,3525,2716,2914,3246,0,-55,46,4,64,-3,44,-35,-42,34,0,-79,16,-16,43,-15,-20,-47,-20,12,0,3246,34,12,0,0,0,
A212560,네오오토,자동차 및 관련부품,변속기부품,코스닥,4450,350,787,0,0,-0.1,0.3,-0.4,6.2,4.1,7.9,12.4,-1.2,-28.7,6.2,7.7,6.96,1,1.48,4.37,0,3.05,5.45,4.6,4.32,0,2.48,0,3.36,3.4,0.31,0.3,0,4.3,0.99,0.29,0.66,0.43,0.43,30.7,10,15.6,10,5.35,0,0,144.71,82.35,20.59,-58.86,77,99.57,77,78,51,15.76,1.12,68.32,1.59,0,1.12,0.03765,1.03451,617,794,411,94,27,0,1411,1148,17,35,4,87,103,-72,20,0,50,1.67,2.02,3.16,-17.18,-47.08,4190,4275,4125,3960,4505,5010,2160,1,1,1,1,89,106,0,0.05,0.05,0,0.53,0.53,0,2.39,2.39,0,1.69,1.69,-0.32,3.49,3.17,43,148,1.17555,178,0,615,462,1,0,0,0,0,2500,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,-33.8,-38.7,-1.7,3.3,0,34,27,103,1,1,0,1,1,1,1,0,0,6,-15.7,-4.4,-8.8,-10.1,2.8,0,0,6,-4.8,4.5,-21,4.3,0,-2.3,9,-4.3,-22.5,29,0,-92.1,7.3,-84.2,50,-66.7,0,0,-18.6,-81.5,-17.2,-398.6,1562,0,8.2,126.6,115.1,-156.6,702.3,0,-68.4,-36.8,-48.1,41.5,-56.9,0,0,-32.2,-78.8,-4.2,-44,313.1,0,-21.1,106.1,-8.1,-62.5,482.2,0,1405,101,79,1282,16,41,1152,24,58,1184,8,25,0,0,0,0,0,0,272,330,288,295,288,314,300,233,300,0,1,10,5,1,1,2,4,-2,13,0,6,39,8,5,4,8,8,3,16,0,300,13,16,0,0,0,
A191410,육일씨엔에쓰,IT 장비 및 소재,스마트폰 부품,코스닥,2925,274,936,0,0,0,-6.3,-9.4,-15.5,-15.9,-27.6,42.7,23.9,-53.9,0,0,6.95,-5.8,-13.96,1.82,0,-12.98,6.99,-10.5,-25.94,0,-8.45,0,-22.3,-9.79,0.44,0.39,0,-2.29,4.26,0.38,1.62,0.77,0.77,-19,-2.98,-2.08,-2.98,3.49,0,0,0,-1.88,-2.77,-109.49,27,62.86,225,225,150,0,0,0,0,0,0,0.05727,1.10362,754,335,454,261,100,0,1089,709,-99,-92,-81,-28,-12,-21,46,16,0,10.22,4.4,3.54,132.4,188.93,3460,3480,4040,2050,2360,4615,1165,0,0,0,0,63,151,0,0.08,0.08,0,0.14,0.14,0,-0.07,-0.07,0,-0.48,-0.48,-0.02,-1.9,-1.92,18,203,-1.22169,-24,0,2051,462,1,0,0,0,0,-12243,0,0,0,1,20170224,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.9,-204,-270.5,1.6,-17.2,0,86,148,-28,0,0,0,1,0,0,1,0,0,2,42.6,0.9,243.3,-37,-34,0,0,-0.2,-43,-8.3,5.3,49.9,0,-2.1,-38.4,-3.6,81.3,39.3,0,28.1,-90.5,221.9,-82.7,-440.7,0,0,-635.8,-383.9,-180.5,-206.8,112.5,0,-401.1,-21.6,19.9,63.5,135.1,0,47.3,-206.7,191.9,-98.5,-4000,0,0,-240.1,-384.4,-184.9,-185.8,199.3,0,-227.2,-206.4,37.5,64.7,247.2,0,432,-128,-148,1483,156,136,934,27,2,616,-92,-78,0,0,0,0,0,0,188,203,121,192,187,115,111,202,281,0,8,-10,-14,14,-41,-50,-40,-15,5,0,-6,-13,-13,16,-20,-61,-38,-13,20,0,281,5,20,0,0,0,
A060380,동양에스텍,철강 및 비철강,강판,코스닥,2830,283,1000,30,3,0,-0.7,-1.2,5,3.7,3.3,5.2,-4.7,-9,10.42,7,8.13,1.6,1.25,3.02,0,0.82,8.15,1.8,2.88,0,1.11,0,3.62,3.72,0.14,0.15,0,10.19,0.79,0.33,0.62,0.54,0.54,31.2,18.3,-12.78,18.87,2.26,0,0,12.63,10.76,12.3,-34.98,74,112.79,168,175,119,50.26,3.53,-5.56,5.38,3.22,3.53,0.02243,0.57141,859,490,760,262,203,8,1349,1837,23,15,65,141,79,-22,-62,3,100,0.46,0.57,0.46,-18.56,0.26,2695,2730,2740,2690,2970,3020,1720,0,1,1,1,94,65,0,0,0,0.02,0.01,0.03,0.05,-0.01,0.04,0.07,-0.12,-0.05,0.12,-0.13,-0.01,68,164,-18.2037,173,0,592,462,1,0,0,0,0,1634,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.8,4200,3106.2,-4.9,-0.1,0,74,51,76,0,1,0,1,0,1,1,1,1,6,39.5,-13.8,22.5,1.6,12.2,0,0,19.2,-2.1,-10.5,-10.8,-30.8,0,5.2,-9.3,-4.6,-2,-18.4,0,-28.2,-25.4,-25.6,-41.4,64.7,0,0,3930.8,-3950,-53.3,21.8,-22.4,0,59.1,-120.6,197.4,281.3,1.3,0,-54.5,3100,-27.3,-106.3,1100,0,0,-155.3,86.9,-342.7,-6.2,684.9,0,-133.4,43.6,-853,152.2,108.5,0,1520,39,44,1862,29,32,1891,17,-2,2121,28,20,0,0,0,0,0,0,465,514,536,527,555,503,480,470,384,0,0,0,6,9,15,-3,3,11,12,0,10,-23,12,16,-5,-3,-29,15,31,0,384,12,31,0,0,0,
A187270,신화콘텍,IT 장비 및 소재,IT 소재 및 부품,코스닥,2625,266,1014,95,9.4,0,1.2,-0.9,5.6,7.6,-0.9,5.2,-6.9,-49.5,10.56,21.9,19.79,3,-1.39,0.5,0,-2.32,1.47,1.4,-2.05,0,-1.15,0,5.35,26.6,0.63,0.62,0,-14.63,1.71,0.41,0.94,0.55,0.55,49.6,-24.1,-17.31,-26.6,35.95,0,0,10.23,-37.84,-44.33,-24.44,75,116.94,82,80,64,0,0,-100,0.4,0,0,0.02763,0.80928,386,485,321,116,112,0,871,431,-6,-10,45,92,49,-33,-41,39,0,0.32,0.45,0.83,-27.83,-61.16,2485,2440,2650,2495,2820,2845,1610,1,1,1,1,92,63,0,0,0,0,-0.01,-0.01,0,0.01,0.01,-0.48,0,-0.48,-0.45,-0.06,-0.51,32,134,-2.85739,-231,0,1562,462,1,0,0,0,0,-1135,0,0,0,1,20170316,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.8,-75.8,-90.1,-3.8,-3.7,0,71,129,10,0,1,0,1,0,0,1,1,1,5,25.9,4.5,57.1,-30,14.5,0,0,24,37.2,-1.5,-18.6,9.2,0,-2.6,-0.8,-17.2,1.7,30.7,0,-177.8,-12.6,1000,-104,-75,0,0,96.3,-35.6,211.3,-178.1,342.3,0,-105.7,-2842.3,158.2,-180.2,117.6,0,-600,-83.5,1450,-112.9,-150,0,0,36.4,-396.4,394.4,-165.8,149.1,0,-170.9,-378,155,-135.3,152.9,0,352,9,4,553,99,62,387,-4,-8,443,-7,-20,0,0,0,0,0,0,93,83,96,118,115,114,95,96,126,0,-7,-6,-4,5,0,-8,4,-4,1,0,-6,-4,-3,5,-4,-18,10,-4,2,0,126,1,2,0,0,0,
A004920,씨아이테크,IT서비스,시스템서비스,코스피,942,236,2507,69,2.8,-0.3,-1.4,0.4,2.3,-5.5,-21.5,48.1,-2.9,-34.6,22.31,32.8,34.21,-5.9,-6.29,-11.85,0,-7.38,52.99,-15.6,-9.85,0,-5.05,0,20.09,29.5,0.52,0.51,0,-4.72,2.21,0.45,1.15,0.68,0.68,-7.9,-6.75,-2.54,-6.94,1.07,0,0,24.55,-11.57,-8.14,-55.08,61,88.53,129,132,50,0,0,0,0,0,0,0.03344,0.4549,383,290,253,79,305,24,673,461,-29,-34,12,150,12,-44,96,4,0,0.86,0.97,1.86,-11.05,-53.87,921,997,1200,636,970,1225,550,0,0,0,0,77,71,0.03,-0.03,0,0.03,0.12,0.15,0.03,0.28,0.31,0,0.1,0.1,-3.61,0.86,-2.75,31,151,-0.93088,-71,0,1867,462,1,0,0,0,0,-1319,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,10.5,-4.8,30.4,1.4,0,42,94,8,0,1,0,1,0,0,1,0,0,3,120,18.9,17.3,48.8,26,0,0,34.1,18.5,24.5,31,2.9,0,3.8,23.8,-17.4,23.4,-18.5,0,-244.4,-4.4,-222.2,31,-55,0,0,53.1,-413.3,29.6,104.3,-267.3,0,34.9,-26.8,-204.9,101.7,-5709.1,0,-186.7,-6.3,-620,76.9,-72,0,0,54,-118,-54.3,-614,1567.8,0,47.2,-434.6,8.7,-176.9,208.6,0,185,-9,-15,217,-29,-108,323,-20,-25,407,-31,-43,0,0,0,0,0,0,75,106,83,98,101,125,104,128,104,0,-7,-1,-18,-5,-3,-4,-13,0,-12,0,-8,-9,-12,-7,-4,-20,-18,-51,55,0,104,-12,55,0,0,0,
