코드 번호,회사명,업종 (대),업종 (소),코스피코스닥,주가 (원),시가총액 (억),상장주식수 (만주),자사주 (만주),자사주 비중 (%),주식수 증가율 (%),1일 등락률 (%),5일 등락률 (%),1개월 등락률 (%),3개월 등락률 (%),6개월 등락률 (%),9개월 등락률 (%),1년 등락률 (%),3년 등락률 (%),과거 GP/A (%),과거 GPM (%),분기 GPM (%),5년평균 OPM,발표 OPM (%),발표 분기 OPM (%),올해 OPM (%),발표 NPM (%),발표 분기 NPM (%),5년평균 ROE,발표 ROE (%),1년후 ROE (%),과거 ROA (%),1년후 ROA (%),과거 PCR,과거 PFCR,과거 PSR,발표 PSR,1년후PEG,PER  곱하기PBR,고점 PBR,저점 PBR,5년평균 PBR,발표 PBR,1년후 PBR,5년평균 PER,자사주반영 PER,과거 PER,발표 PER,발표 분기 PER,올해 PER,1년후 PER,과거 EV/EBITDA (%),과거 POR,발표 POR,청산가치비율 (NCAV전략) (%),당좌 비율 (%),유동 비율 (%),단순 부채비율 (%),보수적 부채비율 (%),차입금 비율 (%),배당 성향 (%),시가 배당률 (%),DPS  성장률 (%),시가 배당률 고점,시가 배당률 저점,국채시가 배당률,주가 변동성,베타 (52주),부채 (억),자본 (억),유동자산 (억),재고자산 (억),투자자산 (억),지분투자 (억),총자산 (억),매출액 (억),영업이익 (억),순이익(지배) (억),EBITDA (억),매출총이익 (억),영업활동현금흐름 (억),투자활동현금흐름 (억),재무활동현금흐름 (억),설비투자 (억),DPS (원),거래대금 (당일 억),거래대금 (5일평균 억),거래대금 (20일평균 억),거래대금 증가율(5일대비),거래대금 증가율(20일대비),1개월전 주가,3개월전 주가,6개월전 주가,9개월전 주가,1년전 주가,52주 신고가,52주 신저가,주가>5이평,주가>20이평,주가>60이평,주가>120이평,신고가율 (%),신저가율 (%),당일 기관(%),당일 외인(%),당일 수급(%),주간 기관(%),주간 외인(%),주간 수급(%),1개월 기관(%),1개월 외인(%),1개월 수급(%),3개월 기관(%),3개월 외인(%),3개월 수급(%),6개월 기관(%),6개월 외인(%),6개월 수급(%),고점대비 PBR괴리율,저점대비 PBR괴리율,이익의 변동성,예상가 괴리율 (%),목표가  괴리율 (%),예상가 매력등수,목표가 매력등수,본사 국내 =1,지주사 =1,금융 =1,스팩 =1,관리 종목 =1,예상 주가 (원),목표 주가 (원),20년 2Q 호실적 100기업,20년3Q 호실적예상 100기업,3Q 발표 =1,마지막 리포트일,실적 발표일,20/3Q 매출액 컨센대비,20/3Q 영업이익 컨센대비,20/3Q 순이익 컨센대비,20/2Q 매출액 컨센대비,20/2Q 영업이익 컨센대비,20/2Q 순이익 컨센대비,1주일 어닝스,1달 어닝스,3개월  어닝스,6개월  어닝스,9개월  어닝스,12개월  어닝스,어닝스 점수,발표OPM증가율(최근분기),발표NPM증가율(최근분기),발표ROE증가율 (최근분기),자산증가율 (최근분기),발표자본증가율 (최근분기),자본증가율 (1년후),매출채권 회수기간,재고자산 회수기간,단순 FCFF (잉여현금흐름),F스코어 지배주주순익>0 여부,F스코어 영업활동현금흐름>0 여부,F스코어 ROA증가 여부,F스코어 영현>순익 여부,F스코어 부채비율감소 여부,F스코어 유동비율증가 여부,F스코어 신주발행X 여부,F스코어 매출총이익률증가 여부,F스코어 총자산회전율증가 여부,F스코어 점수 (9점만점),매출액 16년->19년 3년간 YOY,매출액 연환산 YOY,매출액 17년 YOY,매출액 18년 YOY,매출액 19년 YOY,매출액 20년(E)  YOY,매출액 21년(E)  YOY,매출액 19년3Q YOY,매출액 19년4Q YOY,매출액 20년1Q YOY,매출액 20년2Q YOY,매출액 20년3Q(E) YOY,매출액 20년4Q(E) YOY,매출액 19년3Q QOQ,매출액 19년4Q QOQ,매출액 20년1Q QOQ,매출액 20년2Q QOQ,매출액 20년3Q(E) QOQ,매출액 20년4Q(E) QOQ,영업이익 16년->19년 3년간 YOY,영업이익 연환산 YOY,영업이익 17년 YOY,영업이익 18년 YOY,영업이익 19년 YOY,영업이익 20년(E)  YOY,영업이익 21년(E)  YOY,영업이익 19년3Q YOY,영업이익 19년4Q YOY,영업이익 20년1Q YOY,영업이익 20년2Q YOY,영업이익 20년3Q(E) YOY,영업이익 20년4Q(E) YOY,영업이익 19년3Q QOQ,영업이익 19년4Q QOQ,영업이익 20년1Q QOQ,영업이익 20년2Q QOQ,영업이익 20년3Q(E) QOQ,영업이익 20년4Q(E) QOQ,순이익 16년->19년 3년간 YOY,순이익 연환산 YOY,순이익 17년 YOY,순이익 18년 YOY,순이익 19년 YOY,순이익 20년(E)  YOY,순이익 21년(E)  YOY,순이익 19년3Q YOY,순이익 19년4Q YOY,순이익 20년1Q YOY,순이익 20년2Q YOY,순이익 20년3Q(E) YOY,순이익 20년4Q(E) YOY,순이익 19년3Q QOQ,순이익 19년4Q QOQ,순이익 20년1Q QOQ,순이익 20년2Q QOQ,순이익 20년3Q(E) QOQ,순이익 20년4Q(E) QOQ,16년 매출액,16년 영업이익,16년 순이익,17년 매출액,17년 영업이익,17년 순이익,18년 매출액,18년 영업이익,18년 순이익,19년 매출액,19년 영업이익,19년 순이익,20년(E) 매출액,20년(E) 영업이익,20년(E) 순이익,21년(E) 매출액,21년(E) 영업이익,21년(E) 순이익,매출액 18년 3Q,매출액 18년 4Q,매출액 19년 1Q,매출액 19년 2Q,매출액 19년 3Q,매출액 19년 4Q,매출액 20년 1Q,매출액 20년 2Q,매출액 20년 3Q(E),매출액 20년 4Q(E),영업이익 18년 3Q,영업이익 18년 4Q,영업이익 19년 1Q,영업이익 19년 2Q,영업이익 19년 3Q,영업이익 19년 4Q,영업이익 20년 1Q,영업이익 20년 2Q,영업이익 20년 3Q(E),영업이익 20년 4Q(E),순이익 18년 3Q,순이익 18년 4Q,순이익 19년 1Q,순이익 19년 2Q,순이익 19년 3Q,순이익 19년 4Q,순이익 20년 1Q,순이익 20년 2Q,순이익 20년 3Q(E),순이익 20년 4Q(E),발표치 20년3Q  매출액,발표치 20년3Q  영업이익,발표치 20년3Q  순이익,컨센서스 20년3Q  매출액,컨센서스 20년3Q  영업이익,컨센서스 20년3Q  순이익,
A012620,원일특강,철강 및 비철강,제강,코스닥,8780,386,440,0,0,0,0.5,0.5,3.9,2.7,1.6,3.1,0.9,-12.2,8.02,7.5,6.96,3.5,2.5,1.52,0,3.63,0.66,6.1,7.21,0,3.79,0,2.17,2.43,0.16,0.16,0,1.42,0.64,0.24,0.43,0.32,0.32,6.8,4.44,4.24,4.44,26.73,0,0,10.71,5.68,6.43,100,120,169.71,91,91,72,6.64,1.71,76.47,1.67,0.7,1.71,0.02133,0.56029,1095,1203,1481,432,70,24,2298,2398,60,87,93,183,178,127,-134,19,150,0.58,0.78,0.66,-25.24,-12.32,8450,8550,8640,8520,8700,10000,5080,0,1,1,1,88,73,0,0.01,0.01,0.01,0.02,0.03,0.04,0.01,0.05,0.09,-0.17,-0.08,-2.05,0.18,-1.87,50,133,0.83405,56,0,107,462,1,0,0,0,0,15785,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,93.1,70.5,1.1,7.5,0,117,69,159,1,1,1,1,1,1,1,0,0,7,23.9,-5.2,13.4,9.4,0,0,0,-6.3,4.7,1.2,-15.7,-9.6,0,-13.7,4.7,1.1,-7.8,-7.5,0,24.3,-28,24.3,3.3,-3.2,0,0,-51.1,62.6,-23.2,-63.4,-49.4,0,-44.5,38.9,-19.1,-41.3,-23.3,0,90.4,83.3,38.5,-6.9,47.8,0,0,-75.6,1119.2,-46.1,-4.4,-51.2,0,-61.6,665.5,-84.6,111,-80.4,0,2064,74,52,2340,92,72,2559,95,67,2558,92,99,0,0,0,0,0,0,642,602,629,697,602,630,637,587,544,0,33,14,24,29,16,23,18,11,8,0,30,5,16,19,7,57,9,18,4,0,544,8,4,0,0,0,
A025880,케이씨피드,식음료,사료,코스닥,2200,368,1672,93,5.6,0,0.7,-1.3,5,6.8,7.3,5.5,-3.9,0.7,8.97,14,14.29,1,-1.94,1.5,0,-8.97,2.02,0.4,-11.36,0,-5.87,0,9.36,16.73,0.56,0.55,0,-4.29,1.76,0.34,0.85,0.7,0.7,108.7,-5.79,-5.92,-6.13,27.38,0,0,89.78,-23.53,-28.31,-0.54,104,124.55,95,95,81,0,0.68,-54.07,2.76,0.61,0.68,0.03544,1.152,498,525,496,83,269,0,1023,669,-13,-60,6,92,39,-26,-22,17,15,1.8,2.48,4.14,-27.16,-56.43,2095,2060,2050,2085,2290,2650,1055,0,0,1,1,83,109,0,-0.03,-0.03,0.01,-0.29,-0.28,0.03,0.87,0.9,-0.29,0.73,0.44,0,1.14,1.14,40,206,-3.90207,-53,0,1931,462,1,0,0,0,0,-4129,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,-283,-574.6,-654.5,-7.4,-10.6,0,101,54,22,0,1,0,1,0,0,1,0,1,4,-20.4,4.5,-1.4,-20.1,0.9,0,0,4.5,1.8,5.5,2.2,8.9,0,-5.4,12.8,-4,-0.3,0.9,0,-189.5,-292,52.6,-86.2,-525,0,0,80.9,-563.8,454.8,-17.5,536.8,0,-121.2,-3342.1,111.9,-4.7,12.2,0,-912.5,-595.5,750,-85.3,-750,0,0,187.1,-1022.9,407.9,-22.2,232.7,0,-64.4,-6953.5,105.6,-42.7,52,0,808,19,8,797,29,68,637,4,10,643,-17,-65,0,0,0,0,0,0,146,169,157,161,153,172,165,165,166,0,-3,4,0,3,-1,-20,2,2,2,0,-1,8,1,3,1,-69,4,2,3,0,166,2,3,0,0,0,
A024070,WISCOM,화학,합성수지,코스피,2455,376,1533,0,0,0,-0.6,0.2,5.6,5.1,10.3,-1,-6.1,-42,4.14,5.1,3.14,0.6,-1.15,0.68,0,-0.67,1.36,1.1,-0.6,0,-0.54,0,8.27,-15.04,0.35,0.36,0,-17.19,0.77,0.24,0.47,0.32,0.32,40.9,-53.71,-29.31,-53.71,26.48,0,0,0,-30.27,-31.33,156.91,563,622.44,12,12,1,71.22,2.04,-71.06,7.6,0,2.04,0.01962,0.57205,139,1169,729,70,25,15,1308,1048,-12,-7,22,54,46,12,-9,71,50,1.52,2.22,2.16,-31.59,-29.7,2325,2335,2225,2480,2615,2780,1630,1,1,1,1,88,51,-0.11,0.02,-0.09,-0.42,0.17,-0.25,-0.6,0.69,0.09,-1.83,0.85,-0.98,-3.02,0.66,-2.36,42,133,5.88511,-271,0,1528,462,1,0,0,0,0,-906,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,-185.2,-132.4,-130.3,-3.1,-1.4,0,81,25,-25,0,1,0,1,1,1,1,0,0,5,-14.1,-8.1,-13.1,-4.3,3.2,0,0,5.5,4.9,-2,-29.2,-5.1,0,-7.3,5.6,-2.6,-25.7,24.2,0,-46.7,-178,-80,-200,366.7,0,0,137.4,-164.6,-30.6,-269.9,35.1,0,-82.3,-313,158.4,-871.2,114.1,0,-42.1,-129.7,-94.7,1000,0,0,0,11,-151.8,-8.9,-194.4,251.7,0,-119.7,-86.8,216.5,-320.2,131.7,0,1345,15,19,1169,3,1,1119,-3,11,1155,8,11,0,0,0,0,0,0,262,278,290,298,276,291,284,211,262,0,-4,4,2,7,1,-3,2,-13,2,0,-3,8,6,12,-2,-4,5,-11,4,0,262,2,4,0,0,0,
A065440,이루온,IT서비스,시스템서비스,코스닥,1405,383,2728,84,3.1,0,2.9,4.1,8.9,0,-10.8,-4.4,2.2,-37.3,24.07,26.2,26.62,1.9,-0.48,8.04,0,0,15.6,-3.8,0,0,0,0,8.5,8.51,0.78,0.93,0,0,6.01,0.63,2.21,1.1,1.1,-304.1,0,44.85,0,6.84,0,0,9.16,29.39,-191.5,47.52,258,267.91,61,61,37,0,0,0,0,0,0,0.04135,1.28994,203,333,385,14,20,0,536,414,-2,0,23,129,45,9,-13,0,0,5.17,3.36,2.78,54.07,85.9,1290,1405,1575,1470,1375,1700,821,1,1,1,1,83,71,0.01,0.14,0.15,0.05,0.38,0.42,0.23,1.22,1.45,0.21,0.56,0.77,0.38,1.01,1.39,18,175,5.97368,-1653,0,1278,462,1,0,0,0,0,-85,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,-107.9,-100,-100,-3.3,0.1,0,49,14,45,1,1,1,1,1,1,1,1,1,9,-6.1,-25.1,-33.7,38.4,2.3,0,0,55.7,-26.7,-9.9,9.7,-46.7,0,124.6,-4,-50.1,1.9,9.2,0,100,-105.9,-180,425,-23.1,0,0,18416.7,-95.8,59.1,-10.9,-67.6,0,430.7,-95.3,-365.7,-167,196.8,0,150,-100,-70,152.9,-44.4,0,0,114250,-116.3,56.9,-18,-38.7,0,463.5,-116,12,-130.1,288.8,0,526,5,-10,349,-4,-17,483,13,9,494,10,5,0,0,0,0,0,0,108,220,89,75,168,161,81,82,90,0,0,25,-7,-7,22,1,-3,-7,7,0,0,23,-7,-6,23,-4,-3,-7,14,0,90,7,14,0,0,0,
A065690,파커스,전기 및 전자기기,LED,코스닥,3000,419,1396,72,5.2,0,-0.3,1.2,7,4.3,26.6,19,4,-13.5,5.3,6.4,13.06,1.4,-2.46,2.78,0,-1.29,2.76,1.3,-1.33,0,-0.99,0,4.68,7.76,0.45,0.49,0,-19.43,0.95,0.28,0.58,0.51,0.51,44.4,-36.11,-15.31,-38.09,17.66,0,0,10.85,-10.35,-19.95,79.47,280,323.79,36,36,21,0,5,231.17,9.15,0,5,0.03634,1.11861,294,820,627,85,236,0,1114,852,-21,-11,19,59,89,159,-140,35,150,2.1,2.62,2.69,-19.56,-21.73,2805,2875,2370,2520,2885,3110,1345,0,0,1,1,96,123,0,0.09,0.09,0,0.23,0.23,0.19,0.66,0.85,0.17,1.51,1.68,-0.21,1.9,1.69,54,182,-4.89062,-172,0,1626,462,1,0,0,0,0,-1741,0,0,0,1,20180417,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3,-578.9,-502,-14.7,-7.4,0,51,36,54,0,1,0,1,1,1,1,0,1,6,57.7,-15.9,0.9,55.3,0.6,0,0,26.9,-2.3,-8.5,-25.3,-24.4,0,8.7,-18.1,-10.4,-6.3,9.9,0,-197.6,5.2,-119,375,-286.4,0,0,-360.8,-340.7,-96.3,107.8,143,0,-99.3,2.5,-0.7,104,1005.6,0,-244,-458.4,-204,273.1,-180,0,0,-129.1,-4884.1,262.8,-17.8,158.4,0,-289.7,-238.8,137.1,-65.5,34.8,0,639,42,25,645,-8,-26,1002,22,45,1008,-41,-36,0,0,0,0,0,0,224,239,228,262,285,233,209,196,215,0,-3,6,-7,-7,-14,-14,-14,1,6,0,-4,-1,4,5,-10,-34,13,4,6,0,215,6,6,0,0,0,
A079000,와토스코리아,건설 및 건축자재,위생도기,코스닥,5480,395,720,0,0,0,0.6,0.4,3.4,3.4,10.4,9.6,-2.8,-16.2,6.22,27.2,27.86,6.1,-2.7,-4.71,0,4.32,2.35,3.4,1.06,0,1.02,0,9.81,9.88,2.19,2.14,0,25.68,1.47,0.39,0.7,0.52,0.52,48.2,49.38,34.56,49.38,87.39,0,0,129.82,-692.98,-79,127.59,3435,3630.36,5,5,1,45.74,3.65,67.48,3.61,0,3.65,0.02143,0.39754,35,753,539,29,59,0,788,185,-5,8,-1,49,40,2,-15,0,200,0.68,1.59,1,-57.4,-32.12,5300,5300,4965,5000,5640,6130,3550,0,1,1,1,89,54,0,0.02,0.02,0.01,0.04,0.05,0.05,0.11,0.16,0.19,0.41,0.6,0.24,0.39,0.63,35,133,1.12955,-682,0,1375,462,1,0,0,0,0,-804,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,-127.5,-80.8,-82.4,-0.4,0.2,0,67,81,40,1,1,0,1,0,1,1,0,0,5,3.4,-8.1,20.9,-0.5,-14.1,0,0,-12,-27,-2.6,-4,10.3,0,-6.5,12.5,-13.4,5.4,7.4,0,-80.8,-125.3,34.6,-42.9,-75,0,0,29,-110.6,-58.8,-97.9,-213.5,0,-62,-170.5,9.9,108.7,-2163.6,0,-8.8,-82.3,5.9,-19.4,6.9,0,0,28.7,-99.8,-55.9,-77.4,-75.5,0,-80.4,-99.4,4766.7,264.4,-78.8,0,177,26,34,214,35,36,213,20,29,183,5,31,0,0,0,0,0,0,50,67,44,47,44,49,43,45,48,0,2,13,-1,5,2,-1,-1,0,-2,0,4,14,3,24,5,0,1,5,1,0,48,-2,1,0,0,0,
A046310,백금T&A,자동차 및 관련부품,전장부품,코스닥,2575,418,1625,0,0,5.5,0.4,-1.7,6.8,-1.3,-14,-14.7,-6.7,-53.6,46.07,25.7,24.52,5.1,8,3.11,0,-0.84,1.87,2.9,-2.83,0,-1.46,0,4.99,5.1,0.28,0.29,0,-34.48,3.78,0.3,1.62,0.99,0.99,35.8,-34.83,623.88,-34.83,19.28,0,0,1.64,2.97,3.63,89.47,175,240.16,70,96,40,42.41,1.94,263.98,3.27,0,1.94,0.03464,1.25534,403,418,777,211,131,0,821,1437,115,-12,170,378,84,-87,15,2,50,4.53,3.29,3.67,37.93,23.5,2410,2610,2995,3020,2760,3220,1455,1,1,1,0,80,77,0,0.38,0.38,0,0.14,0.14,0,0.94,0.94,0.16,0.82,0.98,-2.87,0.74,-2.13,26,330,7.38658,-305,0,1494,462,1,0,0,0,0,-843,0,0,0,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.2,-154.9,-158.3,4.8,0.4,0,42,70,82,1,1,0,1,1,1,0,0,1,6,158.5,7.2,69.4,10,38.7,0,0,7.8,84.7,23.7,-37.6,-10.8,0,-24.9,44.8,-13.5,-33.6,7.3,0,940.9,-17.6,363.6,12.1,184.6,0,0,53.9,1468.3,27.8,-90.2,-74.1,0,-43,38.1,8.5,-88.6,51.4,0,194.7,-158.6,252.6,58.6,-60.9,0,0,139.6,-28.6,-94.4,-725.5,-69.3,0,1980.9,-155.9,106.5,-1312.5,169.8,0,602,-22,-19,1020,58,29,1122,65,46,1556,185,18,0,0,0,0,0,0,301,255,329,433,325,470,407,270,290,0,23,3,41,61,35,48,52,6,9,0,7,-8,11,-1,18,-10,1,-8,5,0,290,9,5,0,0,0,
A173130,오파스넷,IT서비스,시스템서비스,코스닥,10650,429,403,11,2.7,0,2.4,3.4,13.3,-5.8,50.8,47.9,72.6,150.7,21.74,13.2,15.33,3.2,5.01,7.86,0,0.61,7.39,-21.4,3.54,0,1.06,0,-3.43,-3.43,0.4,0.37,0,133,2.78,0.72,1.34,2.17,2.17,-11.8,59.63,-35.37,61.29,5.15,0,0,7.06,11.64,7.4,-13.05,110,163.45,245,272,57,0,0,0,0,0,0,0.03274,0.60284,481,177,425,140,78,0,658,1157,58,7,37,143,-125,88,63,0,0,8.24,6.73,5.68,22.44,44.99,9400,11300,7060,7200,6170,12250,5120,1,1,1,1,87,108,0,0.56,0.56,0.01,0.75,0.76,0.06,1.65,1.71,-0.06,2.35,2.29,2.86,2.53,5.39,78,301,-3.74507,592,0,1028,462,1,0,0,0,0,1800,0,0,1,1,20180806,20201026,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,109.2,111.8,15.1,-9,0,29,45,-125,0,0,0,0,0,1,1,0,0,2,45.4,16.8,-0.3,10.8,31.6,0,0,33.1,14.5,6.4,12,35.3,0,-19.8,92.1,-53.6,56.7,-3.1,0,-26.2,59.3,-16.7,-11.4,0,0,0,2.8,-25.4,-268.5,110.3,1427.6,0,-85.7,1080,-118.1,790,3.6,0,-666.7,110.7,47.6,-25.8,-617.4,0,0,3.8,-273.1,-246.8,125.8,990.1,0,102.1,-1870.2,90.6,823.7,-9.2,0,716,42,21,714,35,31,791,31,23,1041,31,-119,0,0,0,0,0,0,156,349,174,259,208,400,185,291,282,0,1,23,2,10,1,17,-3,21,22,0,2,20,2,-89,2,-34,-3,23,21,0,282,22,21,0,0,0,
A005820,원림,종이 및 용기,용기 및 포장재,코스피,19950,439,220,24,10.9,0,4.2,1.8,6.1,10.8,20.5,13,15.3,-16.9,10.98,20.6,23.42,6.4,7.58,12.95,0,23.89,90.41,3.1,15.89,0,12.83,0,5.93,8.28,0.63,0.63,0,1.1,0.78,0.31,0.54,0.42,0.42,17.2,2.34,50.29,2.63,0.69,0,0,4.92,14.44,8.28,84.74,222,275.44,35,46,21,16.52,1.25,-20.93,4.26,0,1.25,0.02213,0.49265,409,893,781,153,519,221,1302,699,53,167,52,143,74,-141,20,21,250,1.68,0.76,0.39,120.86,325.97,18800,18000,16550,17650,17300,19950,12700,1,1,1,1,100,57,0,0,0,0.03,0,0.03,0.05,-0.01,0.04,0.21,0,0.21,0.2,-0.11,0.09,54,135,17.9163,72,0,186,462,1,0,0,0,0,27886,0,0,0,1,0,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,131.8,2944,2169.6,1.9,18.3,0,72,101,53,1,1,1,1,0,1,1,1,0,7,-7.4,-14.3,-13.2,6.5,0.3,0,0,-0.2,-10.7,-24.7,-22.2,2.8,0,-15.5,23.3,-24.8,-0.8,11.7,0,-59.6,98.7,-51.9,-60,110,0,0,-118.7,620.5,-94.7,27.7,7906.9,0,-103,6162.1,-95.5,1459.5,83.8,0,-57.1,2548.7,-47.1,-124.3,433.3,0,0,-100.3,212.8,-268.6,-109.3,1580500,0,-100.2,193500,-152.7,96.1,39610,0,854,104,70,741,50,37,789,20,-9,791,42,30,0,0,0,0,0,0,170,235,209,201,170,210,158,156,175,0,2,2,15,10,0,18,1,12,23,0,3,-17,6,4,0,19,-10,0,158,0,175,23,158,0,0,0,
A009140,경인전자,전기 및 전자기기,전기장비,코스피,22600,355,157,27,17.2,0,0.2,-3.8,-10,12.2,27.3,28,11.1,9.4,5.74,19.6,19.75,-3.4,1.93,10.91,0,12.56,12.73,0.1,4.62,0,4.38,0,-109.68,-71,2.04,1.71,0,8.6,0.88,0.32,0.61,0.63,0.63,506.4,11.31,19.27,13.65,9.46,0,0,13.82,-54.45,88.75,120.56,1345,1393.88,7,7,1,136.84,1.11,-25.11,4.22,1.11,1.11,0.02914,0.16906,39,554,467,16,85,22,593,207,4,26,-2,34,-4,69,-3,1,250,0.51,0.69,1.3,-25.67,-60.79,25100,20150,17750,17650,20350,28600,14850,0,0,1,1,79,52,0,0,0,0,0,0,0,0,0,0.12,-0.01,0.11,0.11,-0.06,0.05,72,197,2.45045,766,0,1066,462,1,0,0,0,0,2949,0,1,1,1,0,20201113,0,0,0,0,0,0,0,0,0,0,0,0,0,116.8,427.1,556.5,5,4.4,0,141,42,-5,1,0,1,0,0,0,1,1,0,4,-50,45.5,-17.3,-15.9,-28.1,0,0,-37.8,-21.4,5,120.8,84.2,0,23.2,-16,-15.5,152.5,2.7,0,-328.6,124.5,-200,-142.9,5.9,0,0,-2.7,4.7,14.1,222.4,403.4,0,33.4,-60,-6.1,208.2,65.1,0,-93.3,576.2,-200,76.7,128.6,0,0,0.7,204.4,285.3,2210.5,551.4,0,478.9,179.9,22.3,62.7,17,0,266,7,30,220,-7,-30,185,-17,-7,133,-16,2,0,0,0,0,0,0,64,43,27,32,40,34,28,72,74,0,-3,-4,-5,-4,-3,-4,-5,5,8,0,1,-4,-3,0,1,4,5,8,9,0,74,8,9,0,0,0,
A225590,패션플랫폼,섬유 및 의류,의류,코스닥,1275,340,2664,103,3.9,0,1.6,-0.4,11.4,9.4,9.9,11.4,5.4,-36.6,75.46,57.4,55.79,7.8,8.69,14.46,0,6.64,11.14,10.3,10.33,0,7.87,0,5.71,5.67,0.48,0.54,0,6.8,2.67,0.49,1.22,0.84,0.84,16.6,7.78,8.24,8.1,6.18,0,0,4.97,6.78,6.18,62.65,214,384.02,35,36,10,0,0,0,0,0,0,0.03534,1.17273,141,393,354,157,100,0,534,633,55,42,50,403,60,28,-31,0,0,2.06,2,2.89,2.74,-28.83,1145,1165,1160,1145,1210,1380,579,1,1,1,1,92,120,0.02,0.05,0.07,-0.02,0.21,0.19,-0.06,1,0.94,-0.11,0.59,0.48,-0.1,0.81,0.71,31,171,0.81517,72,0,186,462,1,0,0,0,0,1764,0,0,0,1,20180618,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,82.4,37.5,6.6,8.8,0,39,179,60,1,1,0,1,1,1,1,1,0,7,0,-18,0,13.8,6.9,0,0,15.6,10.6,-30.6,-19.3,-35.9,0,-0.3,19.6,-46.3,25.8,-20.7,0,0,21,0,-3.8,22,0,0,-32.4,143.1,5604.5,-103,37.6,0,-41.4,98.3,-52.9,-105.5,2804.5,0,0,49.5,0,-71.4,241.7,0,0,-38.1,256.4,3120.6,-110.8,7.6,0,30.8,45.3,-41,-109.7,1397.2,0,0,0,0,653,52,42,743,50,12,794,61,41,0,0,0,0,0,0,166,208,178,193,192,230,124,156,123,0,19,11,0,22,13,26,12,-1,18,0,21,5,0,10,13,19,11,-1,14,0,123,18,14,0,0,0,
A119500,포메탈,자동차 및 관련부품,기타 자동차부품,코스닥,3585,425,1185,0,0,0,1.1,0.8,5.9,-3.1,22.6,31.3,18.9,-6.8,9.53,11.5,12.11,4,3.47,1.23,0,3.67,0.99,3.8,4.24,0,3.03,0,11.45,11.49,0.82,0.82,0,21.25,3.46,0.48,1.03,0.95,0.95,63.2,22.37,18.17,22.37,93.2,0,0,23.53,20,23.61,-2.59,115,164.35,40,40,19,32.28,1.67,31.61,2.05,0,1.67,0.04576,0.56839,180,447,169,51,1,0,627,518,18,19,21,60,37,-24,-9,0,60,2.76,4.95,8.39,-44.21,-67.08,3385,3700,2925,2730,3015,4820,1540,0,0,0,1,74,133,0,-0.01,-0.01,-0.09,-0.6,-0.69,-0.07,1.82,1.75,-0.05,-3.35,-3.4,0.29,-4.17,-3.88,27,198,0.3531,204,0,681,462,1,0,0,0,0,1758,0,0,0,1,20180313,20201116,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-2.7,-3.3,-1,0.9,0,64,42,37,1,1,1,1,0,1,1,1,0,7,12.7,0.4,17.9,2.6,-6.9,0,0,-12.9,-0.3,10.2,-5.8,-1.3,0,-18.2,13.6,3.1,-1.8,-14.2,0,-12.5,-12.7,29.2,-32.3,0,0,0,-23.1,35,-6.5,3.9,-69.1,0,-28.1,-27.7,102.1,-1.2,-78.6,0,15.8,-2.4,31.6,-16,4.8,0,0,6.2,136.6,17,3.5,-78.6,0,2.3,-17.4,88,-34.8,-78.8,0,458,24,19,540,31,25,554,21,21,516,21,22,0,0,0,0,0,0,134,133,124,142,117,132,137,134,115,0,6,2,7,6,5,3,7,7,1,0,5,2,7,5,5,4,8,5,1,0,115,1,1,0,0,0,
